38.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
16:47:02.0 (467397)|USER_INFO|[EXTERNAL]|00557000005jeEC|p7s1.bschneider@factory42.com.kam|Mitteleuropäische Normalzeit|GMT+02:00
16:47:02.0 (506984)|EXECUTION_STARTED
16:47:02.0 (514052)|CODE_UNIT_STARTED|[EXTERNAL]|aura
16:47:02.0 (893724)|HEAP_ALLOCATE|[72]|Bytes:3
16:47:02.0 (948863)|HEAP_ALLOCATE|[77]|Bytes:152
16:47:02.0 (970547)|HEAP_ALLOCATE|[342]|Bytes:408
16:47:02.0 (989795)|HEAP_ALLOCATE|[355]|Bytes:408
16:47:02.0 (1006975)|HEAP_ALLOCATE|[467]|Bytes:48
16:47:02.0 (1052728)|HEAP_ALLOCATE|[139]|Bytes:6
16:47:02.0 (1094573)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:18
16:47:02.0 (1116694)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:18
16:47:02.0 (2671541)|CODE_UNIT_STARTED|[EXTERNAL]|01p570000010d3m|P7S1_AccountDashboardCmpCtrl.getMediaData
16:47:02.0 (2773739)|VARIABLE_SCOPE_BEGIN|[6]|P7S1_AccountDashboardCmpCtrl.AA_ACCOUNT_FIELD_ID|String|false|true
16:47:02.0 (2783524)|VARIABLE_SCOPE_BEGIN|[5]|P7S1_AccountDashboardCmpCtrl.DEFAULT_LOGO|String|false|true
16:47:02.0 (2789372)|VARIABLE_SCOPE_BEGIN|[4]|P7S1_AccountDashboardCmpCtrl.FOLDER_LOGOS|String|false|true
16:47:02.0 (2794530)|VARIABLE_SCOPE_BEGIN|[10]|P7S1_AccountDashboardCmpCtrl.PREFIX_AA|String|false|true
16:47:02.0 (2800010)|VARIABLE_SCOPE_BEGIN|[3]|P7S1_AccountDashboardCmpCtrl.QUEUE_MEDIABOARD|String|false|true
16:47:02.0 (2805302)|VARIABLE_SCOPE_BEGIN|[8]|P7S1_AccountDashboardCmpCtrl.RECID_AI_AT|String|false|true
16:47:02.0 (2811268)|VARIABLE_SCOPE_BEGIN|[7]|P7S1_AccountDashboardCmpCtrl.RECID_AI_AU|String|false|true
16:47:02.0 (2816716)|VARIABLE_SCOPE_BEGIN|[9]|P7S1_AccountDashboardCmpCtrl.RECID_AI_LI|String|false|true
16:47:02.0 (2984337)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:57
16:47:02.0 (2992346)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:57
16:47:02.0 (3003518)|METHOD_ENTRY|[1]|01p570000010d3m|P7S1_AccountDashboardCmpCtrl.P7S1_AccountDashboardCmpCtrl()
16:47:02.0 (3008218)|STATEMENT_EXECUTE|[1]
16:47:02.0 (3014218)|STATEMENT_EXECUTE|[1]
16:47:02.0 (3051531)|HEAP_ALLOCATE|[50]|Bytes:5
16:47:02.0 (3075752)|HEAP_ALLOCATE|[56]|Bytes:5
16:47:02.0 (3085162)|HEAP_ALLOCATE|[64]|Bytes:7
16:47:02.0 (3111936)|SYSTEM_MODE_ENTER|true
16:47:02.0 (3129396)|HEAP_ALLOCATE|[3]|Bytes:5
16:47:02.0 (3134900)|STATEMENT_EXECUTE|[3]
16:47:02.0 (3138397)|HEAP_ALLOCATE|[3]|Bytes:23
16:47:02.0 (10141876)|HEAP_ALLOCATE|[3]|Bytes:11
16:47:02.0 (10192495)|VARIABLE_ASSIGNMENT|[3]|P7S1_AccountDashboardCmpCtrl.QUEUE_MEDIABOARD|"Media Board"
16:47:02.0 (10196717)|STATEMENT_EXECUTE|[4]
16:47:02.0 (10200904)|HEAP_ALLOCATE|[4]|Bytes:23
16:47:02.0 (10224709)|HEAP_ALLOCATE|[4]|Bytes:12
16:47:02.0 (10238269)|VARIABLE_ASSIGNMENT|[4]|P7S1_AccountDashboardCmpCtrl.FOLDER_LOGOS|"Entity Logos"
16:47:02.0 (10240867)|STATEMENT_EXECUTE|[5]
16:47:02.0 (10243491)|HEAP_ALLOCATE|[5]|Bytes:24
16:47:02.0 (10259722)|HEAP_ALLOCATE|[5]|Bytes:16
16:47:02.0 (10271162)|VARIABLE_ASSIGNMENT|[5]|P7S1_AccountDashboardCmpCtrl.DEFAULT_LOGO|"Sales Excellence"
16:47:02.0 (10273642)|STATEMENT_EXECUTE|[6]
16:47:02.0 (10276442)|HEAP_ALLOCATE|[6]|Bytes:33
16:47:02.0 (10291469)|HEAP_ALLOCATE|[6]|Bytes:15
16:47:02.0 (10302320)|VARIABLE_ASSIGNMENT|[6]|P7S1_AccountDashboardCmpCtrl.AA_ACCOUNT_FIELD_ID|"00N57000006LnEC"
16:47:02.0 (10304735)|STATEMENT_EXECUTE|[7]
16:47:02.0 (10307104)|HEAP_ALLOCATE|[7]|Bytes:21
16:47:02.0 (11149961)|HEAP_ALLOCATE|[7]|Bytes:4
16:47:02.0 (13785280)|HEAP_ALLOCATE|[7]|Bytes:20
16:47:02.0 (13795239)|HEAP_ALLOCATE|[7]|Bytes:17
16:47:02.0 (13991229)|HEAP_ALLOCATE|[7]|Bytes:4
16:47:02.0 (14007839)|HEAP_ALLOCATE|[7]|Bytes:18
16:47:02.0 (14023239)|VARIABLE_ASSIGNMENT|[7]|P7S1_AccountDashboardCmpCtrl.RECID_AI_AU|"012570000007QSJAA2"
16:47:02.0 (14026512)|STATEMENT_EXECUTE|[8]
16:47:02.0 (14080276)|HEAP_ALLOCATE|[8]|Bytes:4
16:47:02.0 (14113519)|HEAP_ALLOCATE|[8]|Bytes:20
16:47:02.0 (14119899)|HEAP_ALLOCATE|[8]|Bytes:25
16:47:02.0 (14152763)|HEAP_ALLOCATE|[8]|Bytes:4
16:47:02.0 (14160533)|HEAP_ALLOCATE|[8]|Bytes:18
16:47:02.0 (14173061)|VARIABLE_ASSIGNMENT|[8]|P7S1_AccountDashboardCmpCtrl.RECID_AI_AT|"012570000007QSKAA2"
16:47:02.0 (14175756)|STATEMENT_EXECUTE|[9]
16:47:02.0 (14223098)|HEAP_ALLOCATE|[9]|Bytes:4
16:47:02.0 (14253892)|HEAP_ALLOCATE|[9]|Bytes:20
16:47:02.0 (14260025)|HEAP_ALLOCATE|[9]|Bytes:16
16:47:02.0 (14291479)|HEAP_ALLOCATE|[9]|Bytes:4
16:47:02.0 (14299042)|HEAP_ALLOCATE|[9]|Bytes:18
16:47:02.0 (14311352)|VARIABLE_ASSIGNMENT|[9]|P7S1_AccountDashboardCmpCtrl.RECID_AI_LI|"012570000007QSLAA2"
16:47:02.0 (14314006)|STATEMENT_EXECUTE|[10]
16:47:02.0 (14359560)|HEAP_ALLOCATE|[10]|Bytes:4
16:47:02.0 (14379125)|HEAP_ALLOCATE|[10]|Bytes:3
16:47:02.0 (14391881)|VARIABLE_ASSIGNMENT|[10]|P7S1_AccountDashboardCmpCtrl.PREFIX_AA|"a2D"
16:47:02.0 (14394856)|STATEMENT_EXECUTE|[113]
16:47:02.0 (14396415)|STATEMENT_EXECUTE|[125]
16:47:02.0 (14397498)|STATEMENT_EXECUTE|[242]
16:47:02.0 (14398422)|STATEMENT_EXECUTE|[269]
16:47:02.0 (14399803)|STATEMENT_EXECUTE|[399]
16:47:02.0 (14400922)|STATEMENT_EXECUTE|[583]
16:47:02.0 (14407494)|SYSTEM_MODE_EXIT|true
16:47:02.0 (14841754)|METHOD_EXIT|[1]|P7S1_AccountDashboardCmpCtrl
16:47:02.0 (14849377)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:18
16:47:02.0 (14859895)|SYSTEM_MODE_ENTER|false
16:47:02.0 (14872046)|VARIABLE_SCOPE_BEGIN|[16]|accountId|String|false|false
16:47:02.0 (14881201)|VARIABLE_ASSIGNMENT|[16]|accountId|"0013E000006KJGeQAO"
16:47:02.0 (14895038)|SYSTEM_MODE_ENTER|true
16:47:02.0 (14900300)|HEAP_ALLOCATE|[19]|Bytes:5
16:47:02.0 (14904537)|STATEMENT_EXECUTE|[16]
16:47:02.0 (14905965)|STATEMENT_EXECUTE|[19]
16:47:02.0 (14966833)|HEAP_ALLOCATE|[19]|Bytes:4
16:47:02.0 (14996838)|VARIABLE_SCOPE_BEGIN|[19]|year|Integer|false|false
16:47:02.0 (15002880)|HEAP_ALLOCATE|[19]|Bytes:4
16:47:02.0 (15011315)|VARIABLE_ASSIGNMENT|[19]|year|2016
