38.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
18:36:24.0 (443107)|USER_INFO|[EXTERNAL]|00557000005jeEC|p7s1.bschneider@factory42.com.kam|Mitteleuropäische Normalzeit|GMT+02:00
18:36:24.0 (486094)|EXECUTION_STARTED
18:36:24.0 (492742)|CODE_UNIT_STARTED|[EXTERNAL]|aura
18:36:24.0 (922061)|HEAP_ALLOCATE|[72]|Bytes:3
18:36:24.0 (995802)|HEAP_ALLOCATE|[77]|Bytes:152
18:36:24.0 (1017889)|HEAP_ALLOCATE|[342]|Bytes:408
18:36:24.0 (1038502)|HEAP_ALLOCATE|[355]|Bytes:408
18:36:24.0 (1056832)|HEAP_ALLOCATE|[467]|Bytes:48
18:36:24.0 (1088655)|HEAP_ALLOCATE|[139]|Bytes:6
18:36:24.0 (1118765)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:18
18:36:24.0 (1134750)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:18
18:36:24.0 (2381978)|CODE_UNIT_STARTED|[EXTERNAL]|01p570000010d3m|P7S1_AccountDashboardCmpCtrl.getMediaData
18:36:24.0 (2434272)|VARIABLE_SCOPE_BEGIN|[6]|P7S1_AccountDashboardCmpCtrl.AA_ACCOUNT_FIELD_ID|String|false|true
18:36:24.0 (2441634)|VARIABLE_SCOPE_BEGIN|[5]|P7S1_AccountDashboardCmpCtrl.DEFAULT_LOGO|String|false|true
18:36:24.0 (2444929)|VARIABLE_SCOPE_BEGIN|[4]|P7S1_AccountDashboardCmpCtrl.FOLDER_LOGOS|String|false|true
18:36:24.0 (2447798)|VARIABLE_SCOPE_BEGIN|[10]|P7S1_AccountDashboardCmpCtrl.PREFIX_AA|String|false|true
18:36:24.0 (2450883)|VARIABLE_SCOPE_BEGIN|[3]|P7S1_AccountDashboardCmpCtrl.QUEUE_MEDIABOARD|String|false|true
18:36:24.0 (2453992)|VARIABLE_SCOPE_BEGIN|[8]|P7S1_AccountDashboardCmpCtrl.RECID_AI_AT|String|false|true
18:36:24.0 (2457779)|VARIABLE_SCOPE_BEGIN|[7]|P7S1_AccountDashboardCmpCtrl.RECID_AI_AU|String|false|true
18:36:24.0 (2460616)|VARIABLE_SCOPE_BEGIN|[9]|P7S1_AccountDashboardCmpCtrl.RECID_AI_LI|String|false|true
18:36:24.0 (2655465)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:57
18:36:24.0 (2662870)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:57
18:36:24.0 (2675861)|METHOD_ENTRY|[1]|01p570000010d3m|P7S1_AccountDashboardCmpCtrl.P7S1_AccountDashboardCmpCtrl()
18:36:24.0 (2679634)|STATEMENT_EXECUTE|[1]
18:36:24.0 (2688009)|STATEMENT_EXECUTE|[1]
18:36:24.0 (2731138)|HEAP_ALLOCATE|[50]|Bytes:5
18:36:24.0 (2762864)|HEAP_ALLOCATE|[56]|Bytes:5
18:36:24.0 (2773316)|HEAP_ALLOCATE|[64]|Bytes:7
18:36:24.0 (2801008)|SYSTEM_MODE_ENTER|true
18:36:24.0 (2826712)|HEAP_ALLOCATE|[3]|Bytes:5
18:36:24.0 (2831284)|STATEMENT_EXECUTE|[3]
18:36:24.0 (2835723)|HEAP_ALLOCATE|[3]|Bytes:23
18:36:24.0 (9193754)|HEAP_ALLOCATE|[3]|Bytes:11
18:36:24.0 (9249715)|VARIABLE_ASSIGNMENT|[3]|P7S1_AccountDashboardCmpCtrl.QUEUE_MEDIABOARD|"Media Board"
18:36:24.0 (9253861)|STATEMENT_EXECUTE|[4]
18:36:24.0 (9257813)|HEAP_ALLOCATE|[4]|Bytes:23
18:36:24.0 (9290684)|HEAP_ALLOCATE|[4]|Bytes:12
18:36:24.0 (9305330)|VARIABLE_ASSIGNMENT|[4]|P7S1_AccountDashboardCmpCtrl.FOLDER_LOGOS|"Entity Logos"
18:36:24.0 (9308166)|STATEMENT_EXECUTE|[5]
18:36:24.0 (9310732)|HEAP_ALLOCATE|[5]|Bytes:24
18:36:24.0 (9331452)|HEAP_ALLOCATE|[5]|Bytes:16
18:36:24.0 (9343385)|VARIABLE_ASSIGNMENT|[5]|P7S1_AccountDashboardCmpCtrl.DEFAULT_LOGO|"Sales Excellence"
18:36:24.0 (9345949)|STATEMENT_EXECUTE|[6]
18:36:24.0 (9348854)|HEAP_ALLOCATE|[6]|Bytes:33
18:36:24.0 (9368611)|HEAP_ALLOCATE|[6]|Bytes:15
18:36:24.0 (9380352)|VARIABLE_ASSIGNMENT|[6]|P7S1_AccountDashboardCmpCtrl.AA_ACCOUNT_FIELD_ID|"00N57000006LnEC"
18:36:24.0 (9382930)|STATEMENT_EXECUTE|[7]
18:36:24.0 (9384997)|HEAP_ALLOCATE|[7]|Bytes:21
18:36:24.0 (10285566)|HEAP_ALLOCATE|[7]|Bytes:4
18:36:24.0 (12288401)|HEAP_ALLOCATE|[7]|Bytes:20
18:36:24.0 (12297698)|HEAP_ALLOCATE|[7]|Bytes:17
18:36:24.0 (12457047)|HEAP_ALLOCATE|[7]|Bytes:4
18:36:24.0 (12475924)|HEAP_ALLOCATE|[7]|Bytes:18
18:36:24.0 (12490049)|VARIABLE_ASSIGNMENT|[7]|P7S1_AccountDashboardCmpCtrl.RECID_AI_AU|"012570000007QSJAA2"
18:36:24.0 (12493829)|STATEMENT_EXECUTE|[8]
18:36:24.0 (12546911)|HEAP_ALLOCATE|[8]|Bytes:4
18:36:24.0 (12578391)|HEAP_ALLOCATE|[8]|Bytes:20
18:36:24.0 (12584112)|HEAP_ALLOCATE|[8]|Bytes:25
18:36:24.0 (12616468)|HEAP_ALLOCATE|[8]|Bytes:4
18:36:24.0 (12623885)|HEAP_ALLOCATE|[8]|Bytes:18
18:36:24.0 (12636969)|VARIABLE_ASSIGNMENT|[8]|P7S1_AccountDashboardCmpCtrl.RECID_AI_AT|"012570000007QSKAA2"
18:36:24.0 (12640281)|STATEMENT_EXECUTE|[9]
18:36:24.0 (12686635)|HEAP_ALLOCATE|[9]|Bytes:4
18:36:24.0 (12718082)|HEAP_ALLOCATE|[9]|Bytes:20
18:36:24.0 (12723791)|HEAP_ALLOCATE|[9]|Bytes:16
18:36:24.0 (12755103)|HEAP_ALLOCATE|[9]|Bytes:4
18:36:24.0 (12762268)|HEAP_ALLOCATE|[9]|Bytes:18
18:36:24.0 (12775030)|VARIABLE_ASSIGNMENT|[9]|P7S1_AccountDashboardCmpCtrl.RECID_AI_LI|"012570000007QSLAA2"
18:36:24.0 (12778038)|STATEMENT_EXECUTE|[10]
18:36:24.0 (12821666)|HEAP_ALLOCATE|[10]|Bytes:4
18:36:24.0 (12838966)|HEAP_ALLOCATE|[10]|Bytes:3
18:36:24.0 (12850714)|VARIABLE_ASSIGNMENT|[10]|P7S1_AccountDashboardCmpCtrl.PREFIX_AA|"a2D"
18:36:24.0 (12854304)|STATEMENT_EXECUTE|[113]
18:36:24.0 (12855948)|STATEMENT_EXECUTE|[125]
18:36:24.0 (12856999)|STATEMENT_EXECUTE|[242]
18:36:24.0 (12858320)|STATEMENT_EXECUTE|[269]
18:36:24.0 (12859231)|STATEMENT_EXECUTE|[399]
18:36:24.0 (12860316)|STATEMENT_EXECUTE|[583]
18:36:24.0 (12866858)|SYSTEM_MODE_EXIT|true
18:36:24.0 (13284582)|METHOD_EXIT|[1]|P7S1_AccountDashboardCmpCtrl
18:36:24.0 (13292802)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:18
18:36:24.0 (13302324)|SYSTEM_MODE_ENTER|false
18:36:24.0 (13312929)|VARIABLE_SCOPE_BEGIN|[16]|accountId|String|false|false
18:36:24.0 (13322028)|VARIABLE_ASSIGNMENT|[16]|accountId|"0013E000006KJGeQAO"
18:36:24.0 (13336859)|SYSTEM_MODE_ENTER|true
18:36:24.0 (13342658)|HEAP_ALLOCATE|[19]|Bytes:5
18:36:24.0 (13346540)|STATEMENT_EXECUTE|[16]
18:36:24.0 (13348110)|STATEMENT_EXECUTE|[19]
18:36:24.0 (13394889)|HEAP_ALLOCATE|[19]|Bytes:4
18:36:24.0 (13419070)|VARIABLE_SCOPE_BEGIN|[19]|year|Integer|false|false
