37.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
11:16:53.0 (376403)|USER_INFO|[EXTERNAL]|00557000005jeEC|p7s1.bschneider@factory42.com.kam|Mitteleuropäische Normalzeit|GMT+02:00
11:16:53.0 (412278)|EXECUTION_STARTED
11:16:53.0 (419416)|CODE_UNIT_STARTED|[EXTERNAL]|aura
11:16:53.0 (739347)|HEAP_ALLOCATE|[72]|Bytes:3
11:16:53.0 (802784)|HEAP_ALLOCATE|[77]|Bytes:152
11:16:53.0 (821931)|HEAP_ALLOCATE|[342]|Bytes:408
11:16:53.0 (846042)|HEAP_ALLOCATE|[355]|Bytes:408
11:16:53.0 (864435)|HEAP_ALLOCATE|[467]|Bytes:48
11:16:53.0 (900920)|HEAP_ALLOCATE|[139]|Bytes:6
11:16:53.0 (928997)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:18
11:16:53.0 (947321)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:18
11:16:53.0 (2046748)|CODE_UNIT_STARTED|[EXTERNAL]|01p570000010d3m|P7S1_AccountDashboardCmpCtrl.getMediaData
11:16:53.0 (2144514)|VARIABLE_SCOPE_BEGIN|[6]|P7S1_AccountDashboardCmpCtrl.AA_ACCOUNT_FIELD_ID|String|false|true
11:16:53.0 (2152455)|VARIABLE_SCOPE_BEGIN|[5]|P7S1_AccountDashboardCmpCtrl.DEFAULT_LOGO|String|false|true
11:16:53.0 (2156184)|VARIABLE_SCOPE_BEGIN|[4]|P7S1_AccountDashboardCmpCtrl.FOLDER_LOGOS|String|false|true
11:16:53.0 (2159525)|VARIABLE_SCOPE_BEGIN|[10]|P7S1_AccountDashboardCmpCtrl.PREFIX_AA|String|false|true
11:16:53.0 (2163194)|VARIABLE_SCOPE_BEGIN|[3]|P7S1_AccountDashboardCmpCtrl.QUEUE_MEDIABOARD|String|false|true
11:16:53.0 (2166771)|VARIABLE_SCOPE_BEGIN|[8]|P7S1_AccountDashboardCmpCtrl.RECID_AI_AT|String|false|true
11:16:53.0 (2170452)|VARIABLE_SCOPE_BEGIN|[7]|P7S1_AccountDashboardCmpCtrl.RECID_AI_AU|String|false|true
11:16:53.0 (2173615)|VARIABLE_SCOPE_BEGIN|[9]|P7S1_AccountDashboardCmpCtrl.RECID_AI_LI|String|false|true
11:16:53.0 (2357599)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:57
11:16:53.0 (2365215)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:57
11:16:53.0 (2383490)|METHOD_ENTRY|[1]|01p570000010d3m|P7S1_AccountDashboardCmpCtrl.P7S1_AccountDashboardCmpCtrl()
11:16:53.0 (2387977)|STATEMENT_EXECUTE|[1]
11:16:53.0 (2394118)|STATEMENT_EXECUTE|[1]
11:16:53.0 (2432106)|HEAP_ALLOCATE|[50]|Bytes:5
11:16:53.0 (2458764)|HEAP_ALLOCATE|[56]|Bytes:5
11:16:53.0 (2467721)|HEAP_ALLOCATE|[64]|Bytes:7
11:16:53.0 (2490928)|SYSTEM_MODE_ENTER|true
11:16:53.0 (2511989)|HEAP_ALLOCATE|[3]|Bytes:5
11:16:53.0 (2516646)|STATEMENT_EXECUTE|[3]
11:16:53.0 (2520813)|HEAP_ALLOCATE|[3]|Bytes:23
11:16:53.0 (10665730)|HEAP_ALLOCATE|[3]|Bytes:11
11:16:53.0 (10719635)|VARIABLE_ASSIGNMENT|[3]|P7S1_AccountDashboardCmpCtrl.QUEUE_MEDIABOARD|"Media Board"
11:16:53.0 (10724499)|STATEMENT_EXECUTE|[4]
11:16:53.0 (10729031)|HEAP_ALLOCATE|[4]|Bytes:23
11:16:53.0 (10754351)|HEAP_ALLOCATE|[4]|Bytes:12
11:16:53.0 (10773625)|VARIABLE_ASSIGNMENT|[4]|P7S1_AccountDashboardCmpCtrl.FOLDER_LOGOS|"Entity Logos"
11:16:53.0 (10777145)|STATEMENT_EXECUTE|[5]
11:16:53.0 (10780303)|HEAP_ALLOCATE|[5]|Bytes:24
11:16:53.0 (10803067)|HEAP_ALLOCATE|[5]|Bytes:16
11:16:53.0 (10821085)|VARIABLE_ASSIGNMENT|[5]|P7S1_AccountDashboardCmpCtrl.DEFAULT_LOGO|"Sales Excellence"
11:16:53.0 (10824414)|STATEMENT_EXECUTE|[6]
11:16:53.0 (10827559)|HEAP_ALLOCATE|[6]|Bytes:33
11:16:53.0 (10845943)|HEAP_ALLOCATE|[6]|Bytes:15
11:16:53.0 (10862170)|VARIABLE_ASSIGNMENT|[6]|P7S1_AccountDashboardCmpCtrl.AA_ACCOUNT_FIELD_ID|"00N57000006LnEC"
11:16:53.0 (10865297)|STATEMENT_EXECUTE|[7]
11:16:53.0 (10868207)|HEAP_ALLOCATE|[7]|Bytes:21
11:16:53.0 (11694531)|HEAP_ALLOCATE|[7]|Bytes:4
11:16:53.0 (14899116)|HEAP_ALLOCATE|[7]|Bytes:20
11:16:53.0 (14909398)|HEAP_ALLOCATE|[7]|Bytes:17
11:16:53.0 (15058989)|HEAP_ALLOCATE|[7]|Bytes:4
11:16:53.0 (15074264)|HEAP_ALLOCATE|[7]|Bytes:18
11:16:53.0 (15094919)|VARIABLE_ASSIGNMENT|[7]|P7S1_AccountDashboardCmpCtrl.RECID_AI_AU|"012570000007QSJAA2"
11:16:53.0 (15099571)|STATEMENT_EXECUTE|[8]
11:16:53.0 (15156184)|HEAP_ALLOCATE|[8]|Bytes:4
11:16:53.0 (15185928)|HEAP_ALLOCATE|[8]|Bytes:20
11:16:53.0 (15191778)|HEAP_ALLOCATE|[8]|Bytes:25
11:16:53.0 (15223793)|HEAP_ALLOCATE|[8]|Bytes:4
11:16:53.0 (15231832)|HEAP_ALLOCATE|[8]|Bytes:18
11:16:53.0 (15250355)|VARIABLE_ASSIGNMENT|[8]|P7S1_AccountDashboardCmpCtrl.RECID_AI_AT|"012570000007QSKAA2"
11:16:53.0 (15254406)|STATEMENT_EXECUTE|[9]
11:16:53.0 (15305952)|HEAP_ALLOCATE|[9]|Bytes:4
11:16:53.0 (15333455)|HEAP_ALLOCATE|[9]|Bytes:20
11:16:53.0 (15338856)|HEAP_ALLOCATE|[9]|Bytes:16
11:16:53.0 (15369174)|HEAP_ALLOCATE|[9]|Bytes:4
11:16:53.0 (15376827)|HEAP_ALLOCATE|[9]|Bytes:18
11:16:53.0 (15395321)|VARIABLE_ASSIGNMENT|[9]|P7S1_AccountDashboardCmpCtrl.RECID_AI_LI|"012570000007QSLAA2"
11:16:53.0 (15398878)|STATEMENT_EXECUTE|[10]
11:16:53.0 (15446789)|HEAP_ALLOCATE|[10]|Bytes:4
11:16:53.0 (15464435)|HEAP_ALLOCATE|[10]|Bytes:3
11:16:53.0 (15482071)|VARIABLE_ASSIGNMENT|[10]|P7S1_AccountDashboardCmpCtrl.PREFIX_AA|"a2D"
11:16:53.0 (15486283)|STATEMENT_EXECUTE|[113]
11:16:53.0 (15487717)|STATEMENT_EXECUTE|[125]
11:16:53.0 (15488780)|STATEMENT_EXECUTE|[242]
11:16:53.0 (15489876)|STATEMENT_EXECUTE|[269]
11:16:53.0 (15490909)|STATEMENT_EXECUTE|[399]
11:16:53.0 (15492298)|STATEMENT_EXECUTE|[583]
11:16:53.0 (15497115)|SYSTEM_MODE_EXIT|true
11:16:53.0 (15946882)|METHOD_EXIT|[1]|P7S1_AccountDashboardCmpCtrl
11:16:53.0 (15954985)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:18
11:16:53.0 (15966857)|SYSTEM_MODE_ENTER|false
11:16:53.0 (15979110)|VARIABLE_SCOPE_BEGIN|[16]|accountId|String|false|false
11:16:53.0 (15988231)|VARIABLE_ASSIGNMENT|[16]|accountId|"0013E000006KJGeQAO"
11:16:53.0 (15999068)|SYSTEM_MODE_ENTER|true
11:16:53.0 (16003576)|HEAP_ALLOCATE|[19]|Bytes:5
11:16:53.0 (16008534)|STATEMENT_EXECUTE|[16]
11:16:53.0 (16009964)|STATEMENT_EXECUTE|[19]
11:16:53.0 (16060164)|HEAP_ALLOCATE|[19]|Bytes:4
11:16:53.0 (16086809)|VARIABLE_SCOPE_BEGIN|[19]|year|Integer|false|false
11:16:53.0 (16090567)|HEAP_ALLOCATE|[19]|Bytes:4
11:16:53.0 (16097454)|VARIABLE_ASSIGNMENT|[19]|year|2016
11:16:53.0 (16100061)|STATEMENT_EXECUTE|[22]
11:16:53.0 (16118995)|METHOD_ENTRY|[22]|01p570000010d3m|P7S1_AccountDashboardCmpCtrl.loadNielsenData(String, Integer)
11:16:53.0 (16141042)|VARIABLE_SCOPE_BEGIN|[28]|accountId|String|false|false
11:16:53.0 (16147614)|VARIABLE_ASSIGNMENT|[28]|accountId|"0013E000006KJGeQAO"
11:16:53.0 (16151536)|VARIABLE_SCOPE_BEGIN|[28]|year|Integer|false|false
11:16:53.0 (16155220)|VARIABLE_ASSIGNMENT|[28]|year|2016
11:16:53.0 (16163223)|HEAP_ALLOCATE|[31]|Bytes:5
11:16:53.0 (16166729)|STATEMENT_EXECUTE|[28]
