38.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
18:32:49.0 (343282)|USER_INFO|[EXTERNAL]|00557000005jeEC|p7s1.bschneider@factory42.com.kam|Mitteleuropäische Normalzeit|GMT+02:00
18:32:49.0 (379158)|EXECUTION_STARTED
18:32:49.0 (386276)|CODE_UNIT_STARTED|[EXTERNAL]|aura
18:32:49.0 (710528)|HEAP_ALLOCATE|[72]|Bytes:3
18:32:49.0 (778714)|HEAP_ALLOCATE|[77]|Bytes:152
18:32:49.0 (801453)|HEAP_ALLOCATE|[342]|Bytes:408
18:32:49.0 (820428)|HEAP_ALLOCATE|[355]|Bytes:408
18:32:49.0 (837674)|HEAP_ALLOCATE|[467]|Bytes:48
18:32:49.0 (871823)|HEAP_ALLOCATE|[139]|Bytes:6
18:32:49.0 (902035)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:18
18:32:49.0 (920784)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:18
18:32:49.0 (14145484)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:18
18:32:49.0 (14160217)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:18
18:32:49.0 (14210797)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:37
18:32:49.0 (14220560)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:37
18:32:49.0 (14265396)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
18:32:49.0 (14274859)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
18:32:49.0 (15603594)|CODE_UNIT_STARTED|[EXTERNAL]|01p3E0000004a8n|Som_Kam_CmpCtrl.inviteForKickoff2
18:32:49.0 (16381841)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:89
18:32:49.0 (16389882)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:83
18:32:49.0 (16392843)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:84
18:32:49.0 (16409609)|METHOD_ENTRY|[14]|01p3E0000004a8n|Som_Kam_CmpCtrl.Som_Kam_CmpCtrl()
18:32:49.0 (16414372)|STATEMENT_EXECUTE|[14]
18:32:49.0 (16420943)|STATEMENT_EXECUTE|[14]
18:32:49.0 (16460571)|HEAP_ALLOCATE|[50]|Bytes:5
18:32:49.0 (16491773)|HEAP_ALLOCATE|[56]|Bytes:5
18:32:49.0 (16502137)|HEAP_ALLOCATE|[64]|Bytes:7
18:32:49.0 (16528069)|SYSTEM_MODE_ENTER|true
18:32:49.0 (16555173)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
18:32:49.0 (16560120)|STATEMENT_EXECUTE|[1021]
18:32:49.0 (16561962)|STATEMENT_EXECUTE|[1057]
18:32:49.0 (16563154)|STATEMENT_EXECUTE|[1079]
18:32:49.0 (16564368)|STATEMENT_EXECUTE|[1128]
18:32:49.0 (16565328)|STATEMENT_EXECUTE|[1161]
18:32:49.0 (16572396)|SYSTEM_MODE_EXIT|true
18:32:49.0 (16583272)|METHOD_EXIT|[14]|Som_Kam_CmpCtrl
18:32:49.0 (16611313)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:16
18:32:49.0 (16614416)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:18
18:32:49.0 (16624667)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:40
18:32:49.0 (16626266)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:18
18:32:49.0 (16627697)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:37
18:32:49.0 (16629050)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
18:32:49.0 (16637402)|SYSTEM_MODE_ENTER|false
18:32:49.0 (16648923)|VARIABLE_SCOPE_BEGIN|[701]|accPlanTeamIds|List<String>|true|false
18:32:49.0 (16700248)|VARIABLE_ASSIGNMENT|[701]|accPlanTeamIds|{"s":1,"v":["a1P3E0000008a35UAA","a1P3E0000008iPVUAY","a1P3E0000008iD5UAI"]}|0x3019c647
18:32:49.0 (16706841)|VARIABLE_SCOPE_BEGIN|[701]|accPlanId|String|false|false
18:32:49.0 (16711971)|VARIABLE_ASSIGNMENT|[701]|accPlanId|"a093E000000sCLFQA2"
18:32:49.0 (16715624)|VARIABLE_SCOPE_BEGIN|[701]|accPlan|Som_Kam__c|true|false
18:32:49.0 (16762383)|VARIABLE_ASSIGNMENT|[701]|accPlan|{"Som_EmailText__c":"Das ist ein Test.Tex (73 more) ...","Som_EmailSubject__c":"Account Plan Test-Ac (40 more) ...","Som_Review__c":"2016-08-05T00:00:00.000Z","Som_Year__c":2016,"Som_Account__r":{"Id":"0013E000006KJGeQAO","Name":"Test-Account RH"},"Id":"a093E000000sCLFQA2","Som_Account__c":"0013E000006KJGeQAO","Som_Kickoff__c":"2016-07-30T00:00:00.000Z","Name":"AP_2016-000004"}|0x762539e
18:32:49.0 (16768348)|VARIABLE_SCOPE_BEGIN|[701]|accId|String|false|false
18:32:49.0 (16772043)|VARIABLE_ASSIGNMENT|[701]|accId|"0013E000006KJGeQAO"
18:32:49.0 (16774340)|VARIABLE_SCOPE_BEGIN|[701]|hostUrl|String|false|false
18:32:49.0 (16778431)|VARIABLE_ASSIGNMENT|[701]|hostUrl|"https://p7s1--kam.li (17 more) ..."
18:32:49.0 (16781162)|VARIABLE_SCOPE_BEGIN|[701]|selectedYear|String|false|false
18:32:49.0 (16783981)|VARIABLE_ASSIGNMENT|[701]|selectedYear|"2016"
18:32:49.0 (16801131)|SYSTEM_MODE_ENTER|true
18:32:49.0 (16807291)|HEAP_ALLOCATE|[703]|Bytes:5
18:32:49.0 (16811533)|STATEMENT_EXECUTE|[701]
18:32:49.0 (16813131)|STATEMENT_EXECUTE|[703]
18:32:49.0 (16818528)|VARIABLE_SCOPE_BEGIN|[703]|resp|P7S1_ApexResponse|true|false
18:32:49.0 (16824250)|VARIABLE_ASSIGNMENT|[703]|resp|null|
18:32:49.0 (16826094)|STATEMENT_EXECUTE|[704]
18:32:49.0 (17178403)|SAVEPOINT_SET|[704]|SavepointValue0
18:32:49.0 (17196707)|HEAP_ALLOCATE|[704]|Bytes:16
18:32:49.0 (17211564)|VARIABLE_SCOPE_BEGIN|[704]|sp|System.Savepoint|true|false
18:32:49.0 (17320303)|VARIABLE_ASSIGNMENT|[704]|sp|"common.apex.runtime.impl.ApexUserSavepoint@1419d9c5"|0x1419d9c5
18:32:49.0 (17325215)|STATEMENT_EXECUTE|[706]
18:32:49.0 (17326513)|STATEMENT_EXECUTE|[706]
18:32:49.0 (17327472)|STATEMENT_EXECUTE|[707]
18:32:49.0 (17357288)|METHOD_ENTRY|[707]|01p3E0000004a8n|Som_Kam_CmpCtrl.sendMails(String, Som_Kam__c, List<String>, String, Boolean)
18:32:49.0 (17387142)|VARIABLE_SCOPE_BEGIN|[619]|accPlanId|String|false|false
