38.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
18:09:48.0 (339087)|USER_INFO|[EXTERNAL]|00557000005jeEC|p7s1.bschneider@factory42.com.kam|Mitteleuropäische Normalzeit|GMT+02:00
18:09:48.0 (373091)|EXECUTION_STARTED
18:09:48.0 (380354)|CODE_UNIT_STARTED|[EXTERNAL]|aura
18:09:48.0 (755247)|HEAP_ALLOCATE|[72]|Bytes:3
18:09:48.0 (823752)|HEAP_ALLOCATE|[77]|Bytes:152
18:09:48.0 (845900)|HEAP_ALLOCATE|[342]|Bytes:408
18:09:48.0 (864783)|HEAP_ALLOCATE|[355]|Bytes:408
18:09:48.0 (882135)|HEAP_ALLOCATE|[467]|Bytes:48
18:09:48.0 (915437)|HEAP_ALLOCATE|[139]|Bytes:6
18:09:48.0 (944967)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:18
18:09:48.0 (963901)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:18
18:09:48.0 (13682477)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:18
18:09:48.0 (13696537)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:18
18:09:48.0 (13751883)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:37
18:09:48.0 (13761757)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:37
18:09:48.0 (15096340)|CODE_UNIT_STARTED|[EXTERNAL]|01p3E0000004a8n|Som_Kam_CmpCtrl.inviteForKickoff
18:09:48.0 (15444729)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:89
18:09:48.0 (15450994)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:83
18:09:48.0 (15453614)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:92
18:09:48.0 (15471511)|METHOD_ENTRY|[14]|01p3E0000004a8n|Som_Kam_CmpCtrl.Som_Kam_CmpCtrl()
18:09:48.0 (15476122)|STATEMENT_EXECUTE|[14]
18:09:48.0 (15482581)|STATEMENT_EXECUTE|[14]
18:09:48.0 (15522395)|HEAP_ALLOCATE|[50]|Bytes:5
18:09:48.0 (15558544)|HEAP_ALLOCATE|[56]|Bytes:5
18:09:48.0 (15569105)|HEAP_ALLOCATE|[64]|Bytes:7
18:09:48.0 (15595636)|SYSTEM_MODE_ENTER|true
