37.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
10:21:23.0 (77985)|USER_INFO|[EXTERNAL]|00557000005jeEC|p7s1.bschneider@factory42.com.kam|Mitteleuropäische Normalzeit|GMT+02:00
10:21:23.0 (118450)|EXECUTION_STARTED
10:21:23.0 (124683)|CODE_UNIT_STARTED|[EXTERNAL]|01p3E0000004a8n|Som_Kam_CmpCtrl.saveAccountPlan
10:21:23.0 (314512)|HEAP_ALLOCATE|[72]|Bytes:3
10:21:23.0 (374624)|HEAP_ALLOCATE|[77]|Bytes:152
10:21:23.0 (395401)|HEAP_ALLOCATE|[342]|Bytes:408
10:21:23.0 (416137)|HEAP_ALLOCATE|[355]|Bytes:408
10:21:23.0 (436650)|HEAP_ALLOCATE|[467]|Bytes:48
10:21:23.0 (473081)|HEAP_ALLOCATE|[139]|Bytes:6
10:21:23.0 (566646)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:89
10:21:23.0 (572110)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:71
10:21:23.0 (574465)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:35
10:21:23.0 (585579)|METHOD_ENTRY|[14]|01p3E0000004a8n|Som_Kam_CmpCtrl.Som_Kam_CmpCtrl()
10:21:23.0 (589593)|STATEMENT_EXECUTE|[14]
10:21:23.0 (594752)|STATEMENT_EXECUTE|[14]
10:21:23.0 (632850)|HEAP_ALLOCATE|[50]|Bytes:5
10:21:23.0 (658062)|HEAP_ALLOCATE|[56]|Bytes:5
10:21:23.0 (666975)|HEAP_ALLOCATE|[64]|Bytes:7
10:21:23.0 (689301)|SYSTEM_MODE_ENTER|true
10:21:23.0 (710300)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
10:21:23.0 (715468)|STATEMENT_EXECUTE|[932]
10:21:23.0 (717327)|STATEMENT_EXECUTE|[953]
10:21:23.0 (718708)|STATEMENT_EXECUTE|[975]
10:21:23.0 (719844)|STATEMENT_EXECUTE|[1021]
10:21:23.0 (721114)|STATEMENT_EXECUTE|[1054]
10:21:23.0 (726561)|SYSTEM_MODE_EXIT|true
10:21:23.0 (736160)|METHOD_EXIT|[14]|Som_Kam_CmpCtrl
10:21:23.0 (761174)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:24
10:21:23.0 (835422)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:12
10:21:23.0 (845546)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
10:21:23.0 (849916)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
10:21:23.0 (853632)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
10:21:23.0 (857280)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
10:21:23.0 (860737)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
10:21:23.0 (869946)|SYSTEM_MODE_ENTER|false
10:21:23.0 (877813)|VARIABLE_SCOPE_BEGIN|[701]|accPlan|Som_Kam__c|true|false
10:21:23.0 (950963)|VARIABLE_ASSIGNMENT|[701]|accPlan|{"Som_EmailText__c":"Test Einladungstext","Som_Year__c":2016,"Id":"a093E000000oeSsQAI","Som_Account__c":"0013E000005oDexQAE","Som_Kickoff__c":"2016-06-30T00:00:00.000Z"}|0x3119379c
10:21:23.0 (956957)|VARIABLE_SCOPE_BEGIN|[701]|accPlanDetailsUpsert|List<Som_KamDetail__c>|true|false
10:21:23.0 (989630)|VARIABLE_ASSIGNMENT|[701]|accPlanDetailsUpsert|{"s":1,"v":[{"Som_PreviousCashExte (12 more) ...":0,"Som_PreviousCashIn__ (1 more) ...":0,"Som_KamTeamMember__c":"00557000006CIAuAAO","Som_KamTeam__c":"a1P3E0000008a35UAA","Id":"a2U3E0000004a1nUAA","Som_Kam__c":"a093E000000oeSsQAI","Som_TargetCashIn__c":0},{"Som_KamTeamMember__c":"005D00000048edsIAA","Som_Status__c":"Created","Som_KamTeam__c":"a1P3E0000008a2gUAA"}]}|0x3bc39f6b
10:21:23.0 (994740)|VARIABLE_SCOPE_BEGIN|[701]|accPlanDetailsDelete|List<Som_KamDetail__c>|true|false
10:21:23.0 (1001013)|VARIABLE_ASSIGNMENT|[701]|accPlanDetailsDelete|{"s":1,"v":[]}|0x33b30914
10:21:23.0 (1004372)|VARIABLE_SCOPE_BEGIN|[701]|accPlanDetailCashInsUpsert|List<Som_KamDetailCashIn__c>|true|false
10:21:23.0 (1009820)|VARIABLE_ASSIGNMENT|[701]|accPlanDetailCashInsUpsert|{"s":1,"v":[]}|0x7b376ab8
10:21:23.0 (1012254)|VARIABLE_SCOPE_BEGIN|[701]|accPlanDetailCashInsDelete|List<Som_KamDetailCashIn__c>|true|false
10:21:23.0 (1017319)|VARIABLE_ASSIGNMENT|[701]|accPlanDetailCashInsDelete|{"s":1,"v":[]}|0x3ea0795
10:21:23.0 (1019775)|VARIABLE_SCOPE_BEGIN|[701]|accPlanStrategies|List<Som_KamStrategyProfileTopic__c>|true|false
10:21:23.0 (1024538)|VARIABLE_ASSIGNMENT|[701]|accPlanStrategies|{"s":1,"v":[]}|0x2475e844
10:21:23.0 (1026922)|VARIABLE_SCOPE_BEGIN|[701]|accPlanDetailStrategies|List<Som_KamStrategyProfileTopic__c>|true|false
10:21:23.0 (1031780)|VARIABLE_ASSIGNMENT|[701]|accPlanDetailStrategies|{"s":1,"v":[]}|0xf25be77
10:21:23.0 (1045980)|SYSTEM_MODE_ENTER|true
10:21:23.0 (1051150)|HEAP_ALLOCATE|[710]|Bytes:5
10:21:23.0 (1055473)|STATEMENT_EXECUTE|[709]
10:21:23.0 (1057132)|STATEMENT_EXECUTE|[710]
10:21:23.0 (1187913)|VARIABLE_SCOPE_BEGIN|[710]|resp|P7S1_ApexResponse|true|false
10:21:23.0 (1197731)|VARIABLE_ASSIGNMENT|[710]|resp|null|
10:21:23.0 (1200257)|STATEMENT_EXECUTE|[711]
10:21:23.0 (1554910)|SAVEPOINT_SET|[711]|SavepointValue0
10:21:23.0 (1571791)|HEAP_ALLOCATE|[711]|Bytes:16
10:21:23.0 (1586691)|VARIABLE_SCOPE_BEGIN|[711]|sp|System.Savepoint|true|false
10:21:23.0 (1699766)|VARIABLE_ASSIGNMENT|[711]|sp|"common.apex.runtime.impl.ApexUserSavepoint@4f076781"|0x4f076781
10:21:23.0 (1705454)|STATEMENT_EXECUTE|[713]
10:21:23.0 (1706947)|STATEMENT_EXECUTE|[713]
10:21:23.0 (1708344)|STATEMENT_EXECUTE|[714]
10:21:23.0 (1763496)|VARIABLE_SCOPE_BEGIN|[714]|isNew|Boolean|false|false
10:21:23.0 (1770494)|HEAP_ALLOCATE|[714]|Bytes:5
10:21:23.0 (1777791)|VARIABLE_ASSIGNMENT|[714]|isNew|false
