37.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
17:14:04.0 (317878)|USER_INFO|[EXTERNAL]|00557000005jeEC|p7s1.bschneider@factory42.com.kam|Mitteleuropäische Normalzeit|GMT+02:00
17:14:04.0 (356397)|EXECUTION_STARTED
17:14:04.0 (361434)|CODE_UNIT_STARTED|[EXTERNAL]|aura
17:14:04.0 (719881)|HEAP_ALLOCATE|[72]|Bytes:3
17:14:04.0 (781337)|HEAP_ALLOCATE|[77]|Bytes:152
17:14:04.0 (802275)|HEAP_ALLOCATE|[342]|Bytes:408
17:14:04.0 (821109)|HEAP_ALLOCATE|[355]|Bytes:408
17:14:04.0 (838415)|HEAP_ALLOCATE|[467]|Bytes:48
17:14:04.0 (869888)|HEAP_ALLOCATE|[139]|Bytes:6
17:14:04.0 (897751)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:18
17:14:04.0 (916433)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:18
17:14:04.0 (1886573)|CODE_UNIT_STARTED|[EXTERNAL]|01p570000010d3m|P7S1_AccountDashboardCmpCtrl.getMediaData
17:14:04.0 (1932477)|VARIABLE_SCOPE_BEGIN|[6]|P7S1_AccountDashboardCmpCtrl.AA_ACCOUNT_FIELD_ID|String|false|true
17:14:04.0 (1938784)|VARIABLE_SCOPE_BEGIN|[5]|P7S1_AccountDashboardCmpCtrl.DEFAULT_LOGO|String|false|true
17:14:04.0 (1941349)|VARIABLE_SCOPE_BEGIN|[4]|P7S1_AccountDashboardCmpCtrl.FOLDER_LOGOS|String|false|true
17:14:04.0 (1943732)|VARIABLE_SCOPE_BEGIN|[10]|P7S1_AccountDashboardCmpCtrl.PREFIX_AA|String|false|true
17:14:04.0 (1946351)|VARIABLE_SCOPE_BEGIN|[3]|P7S1_AccountDashboardCmpCtrl.QUEUE_MEDIABOARD|String|false|true
17:14:04.0 (1949266)|VARIABLE_SCOPE_BEGIN|[8]|P7S1_AccountDashboardCmpCtrl.RECID_AI_AT|String|false|true
17:14:04.0 (1952354)|VARIABLE_SCOPE_BEGIN|[7]|P7S1_AccountDashboardCmpCtrl.RECID_AI_AU|String|false|true
17:14:04.0 (1954586)|VARIABLE_SCOPE_BEGIN|[9]|P7S1_AccountDashboardCmpCtrl.RECID_AI_LI|String|false|true
17:14:04.0 (2126007)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:57
17:14:04.0 (2134444)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:57
17:14:04.0 (2150681)|METHOD_ENTRY|[1]|01p570000010d3m|P7S1_AccountDashboardCmpCtrl.P7S1_AccountDashboardCmpCtrl()
17:14:04.0 (2155695)|STATEMENT_EXECUTE|[1]
17:14:04.0 (2161355)|STATEMENT_EXECUTE|[1]
17:14:04.0 (2202169)|HEAP_ALLOCATE|[50]|Bytes:5
17:14:04.0 (2228666)|HEAP_ALLOCATE|[56]|Bytes:5
17:14:04.0 (2237977)|HEAP_ALLOCATE|[64]|Bytes:7
17:14:04.0 (2262447)|SYSTEM_MODE_ENTER|true
17:14:04.0 (2287105)|HEAP_ALLOCATE|[3]|Bytes:5
17:14:04.0 (2292210)|STATEMENT_EXECUTE|[3]
17:14:04.0 (2296235)|HEAP_ALLOCATE|[3]|Bytes:23
17:14:04.0 (10613420)|HEAP_ALLOCATE|[3]|Bytes:11
17:14:04.0 (10652216)|VARIABLE_ASSIGNMENT|[3]|P7S1_AccountDashboardCmpCtrl.QUEUE_MEDIABOARD|"Media Board"
17:14:04.0 (10656242)|STATEMENT_EXECUTE|[4]
17:14:04.0 (10660225)|HEAP_ALLOCATE|[4]|Bytes:23
17:14:04.0 (10682001)|HEAP_ALLOCATE|[4]|Bytes:12
17:14:04.0 (10693541)|VARIABLE_ASSIGNMENT|[4]|P7S1_AccountDashboardCmpCtrl.FOLDER_LOGOS|"Entity Logos"
17:14:04.0 (10696311)|STATEMENT_EXECUTE|[5]
17:14:04.0 (10698857)|HEAP_ALLOCATE|[5]|Bytes:24
17:14:04.0 (10712337)|HEAP_ALLOCATE|[5]|Bytes:16
17:14:04.0 (10721787)|VARIABLE_ASSIGNMENT|[5]|P7S1_AccountDashboardCmpCtrl.DEFAULT_LOGO|"Sales Excellence"
17:14:04.0 (10724182)|STATEMENT_EXECUTE|[6]
17:14:04.0 (10726651)|HEAP_ALLOCATE|[6]|Bytes:33
17:14:04.0 (10739110)|HEAP_ALLOCATE|[6]|Bytes:15
17:14:04.0 (10748236)|VARIABLE_ASSIGNMENT|[6]|P7S1_AccountDashboardCmpCtrl.AA_ACCOUNT_FIELD_ID|"00N57000006LnEC"
17:14:04.0 (10750942)|STATEMENT_EXECUTE|[7]
17:14:04.0 (10753300)|HEAP_ALLOCATE|[7]|Bytes:21
17:14:04.0 (11720600)|HEAP_ALLOCATE|[7]|Bytes:4
17:14:04.0 (13957314)|HEAP_ALLOCATE|[7]|Bytes:20
17:14:04.0 (13966888)|HEAP_ALLOCATE|[7]|Bytes:17
17:14:04.0 (14122368)|HEAP_ALLOCATE|[7]|Bytes:4
17:14:04.0 (14139151)|HEAP_ALLOCATE|[7]|Bytes:18
17:14:04.0 (14152121)|VARIABLE_ASSIGNMENT|[7]|P7S1_AccountDashboardCmpCtrl.RECID_AI_AU|"012570000007QSJAA2"
17:14:04.0 (14155543)|STATEMENT_EXECUTE|[8]
17:14:04.0 (14209671)|HEAP_ALLOCATE|[8]|Bytes:4
17:14:04.0 (14243860)|HEAP_ALLOCATE|[8]|Bytes:20
17:14:04.0 (14250154)|HEAP_ALLOCATE|[8]|Bytes:25
17:14:04.0 (14288809)|HEAP_ALLOCATE|[8]|Bytes:4
17:14:04.0 (14297041)|HEAP_ALLOCATE|[8]|Bytes:18
17:14:04.0 (14307968)|VARIABLE_ASSIGNMENT|[8]|P7S1_AccountDashboardCmpCtrl.RECID_AI_AT|"012570000007QSKAA2"
17:14:04.0 (14311093)|STATEMENT_EXECUTE|[9]
17:14:04.0 (14358953)|HEAP_ALLOCATE|[9]|Bytes:4
17:14:04.0 (14391467)|HEAP_ALLOCATE|[9]|Bytes:20
17:14:04.0 (14397525)|HEAP_ALLOCATE|[9]|Bytes:16
17:14:04.0 (14429770)|HEAP_ALLOCATE|[9]|Bytes:4
17:14:04.0 (14437794)|HEAP_ALLOCATE|[9]|Bytes:18
17:14:04.0 (14448579)|VARIABLE_ASSIGNMENT|[9]|P7S1_AccountDashboardCmpCtrl.RECID_AI_LI|"012570000007QSLAA2"
