37.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
14:41:53.0 (335030)|USER_INFO|[EXTERNAL]|00557000005jeEC|p7s1.bschneider@factory42.com.kam|Mitteleuropäische Normalzeit|GMT+02:00
14:41:53.0 (372339)|EXECUTION_STARTED
14:41:53.0 (379239)|CODE_UNIT_STARTED|[EXTERNAL]|01p3E0000004a8n|Som_Kam_CmpCtrl.saveAccountPlan
14:41:53.0 (1376356)|HEAP_ALLOCATE|[72]|Bytes:3
14:41:53.0 (1444234)|HEAP_ALLOCATE|[77]|Bytes:152
14:41:53.0 (1466139)|HEAP_ALLOCATE|[342]|Bytes:408
14:41:53.0 (1485828)|HEAP_ALLOCATE|[355]|Bytes:408
14:41:53.0 (1504267)|HEAP_ALLOCATE|[467]|Bytes:48
14:41:53.0 (1541299)|HEAP_ALLOCATE|[139]|Bytes:6
14:41:53.0 (1566600)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:89
14:41:53.0 (1571697)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:71
14:41:53.0 (1574375)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:35
14:41:53.0 (1590655)|METHOD_ENTRY|[14]|01p3E0000004a8n|Som_Kam_CmpCtrl.Som_Kam_CmpCtrl()
14:41:53.0 (1595228)|STATEMENT_EXECUTE|[14]
14:41:53.0 (1601609)|STATEMENT_EXECUTE|[14]
14:41:53.0 (1638145)|HEAP_ALLOCATE|[50]|Bytes:5
14:41:53.0 (1664641)|HEAP_ALLOCATE|[56]|Bytes:5
14:41:53.0 (1673747)|HEAP_ALLOCATE|[64]|Bytes:7
14:41:53.0 (1700360)|SYSTEM_MODE_ENTER|true
14:41:53.0 (1723056)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
14:41:53.0 (1727931)|STATEMENT_EXECUTE|[932]
14:41:53.0 (1729449)|STATEMENT_EXECUTE|[953]
14:41:53.0 (1730633)|STATEMENT_EXECUTE|[975]
14:41:53.0 (1731576)|STATEMENT_EXECUTE|[1021]
14:41:53.0 (1732801)|STATEMENT_EXECUTE|[1054]
14:41:53.0 (1740569)|SYSTEM_MODE_EXIT|true
14:41:53.0 (1754221)|METHOD_EXIT|[14]|Som_Kam_CmpCtrl
14:41:53.0 (1768727)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:24
14:41:53.0 (1799411)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
14:41:53.0 (1805382)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
14:41:53.0 (1809271)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
