38.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
16:22:16.0 (343419)|USER_INFO|[EXTERNAL]|00557000005jeEC|p7s1.bschneider@factory42.com.kam|Mitteleuropäische Normalzeit|GMT+02:00
16:22:16.0 (376028)|EXECUTION_STARTED
16:22:16.0 (383021)|CODE_UNIT_STARTED|[EXTERNAL]|aura
16:22:16.0 (701778)|HEAP_ALLOCATE|[72]|Bytes:3
16:22:16.0 (767675)|HEAP_ALLOCATE|[77]|Bytes:152
16:22:16.0 (787280)|HEAP_ALLOCATE|[342]|Bytes:408
16:22:16.0 (806820)|HEAP_ALLOCATE|[355]|Bytes:408
16:22:16.0 (831882)|HEAP_ALLOCATE|[467]|Bytes:48
16:22:16.0 (877082)|HEAP_ALLOCATE|[139]|Bytes:6
16:22:16.0 (915463)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:18
16:22:16.0 (932886)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:18
16:22:16.0 (2177789)|CODE_UNIT_STARTED|[EXTERNAL]|01p570000010d3m|P7S1_AccountDashboardCmpCtrl.getMediaData
16:22:16.0 (2275736)|VARIABLE_SCOPE_BEGIN|[6]|P7S1_AccountDashboardCmpCtrl.AA_ACCOUNT_FIELD_ID|String|false|true
16:22:16.0 (2281823)|VARIABLE_SCOPE_BEGIN|[5]|P7S1_AccountDashboardCmpCtrl.DEFAULT_LOGO|String|false|true
16:22:16.0 (2285497)|VARIABLE_SCOPE_BEGIN|[4]|P7S1_AccountDashboardCmpCtrl.FOLDER_LOGOS|String|false|true
16:22:16.0 (2288838)|VARIABLE_SCOPE_BEGIN|[10]|P7S1_AccountDashboardCmpCtrl.PREFIX_AA|String|false|true
16:22:16.0 (2292753)|VARIABLE_SCOPE_BEGIN|[3]|P7S1_AccountDashboardCmpCtrl.QUEUE_MEDIABOARD|String|false|true
16:22:16.0 (2296470)|VARIABLE_SCOPE_BEGIN|[8]|P7S1_AccountDashboardCmpCtrl.RECID_AI_AT|String|false|true
16:22:16.0 (2300423)|VARIABLE_SCOPE_BEGIN|[7]|P7S1_AccountDashboardCmpCtrl.RECID_AI_AU|String|false|true
16:22:16.0 (2303965)|VARIABLE_SCOPE_BEGIN|[9]|P7S1_AccountDashboardCmpCtrl.RECID_AI_LI|String|false|true
16:22:16.0 (2494639)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:57
16:22:16.0 (2501868)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:57
16:22:16.0 (2515164)|METHOD_ENTRY|[1]|01p570000010d3m|P7S1_AccountDashboardCmpCtrl.P7S1_AccountDashboardCmpCtrl()
16:22:16.0 (2518505)|STATEMENT_EXECUTE|[1]
16:22:16.0 (2522780)|STATEMENT_EXECUTE|[1]
16:22:16.0 (2562770)|HEAP_ALLOCATE|[50]|Bytes:5
16:22:16.0 (2588275)|HEAP_ALLOCATE|[56]|Bytes:5
16:22:16.0 (2598438)|HEAP_ALLOCATE|[64]|Bytes:7
16:22:16.0 (2626418)|SYSTEM_MODE_ENTER|true
16:22:16.0 (2645608)|HEAP_ALLOCATE|[3]|Bytes:5
16:22:16.0 (2650156)|STATEMENT_EXECUTE|[3]
16:22:16.0 (2653940)|HEAP_ALLOCATE|[3]|Bytes:23
16:22:16.0 (45611356)|HEAP_ALLOCATE|[3]|Bytes:11
16:22:16.0 (45680646)|VARIABLE_ASSIGNMENT|[3]|P7S1_AccountDashboardCmpCtrl.QUEUE_MEDIABOARD|"Media Board"
16:22:16.0 (45689289)|STATEMENT_EXECUTE|[4]
16:22:16.0 (45694491)|HEAP_ALLOCATE|[4]|Bytes:23
16:22:16.0 (45731193)|HEAP_ALLOCATE|[4]|Bytes:12
16:22:16.0 (45746324)|VARIABLE_ASSIGNMENT|[4]|P7S1_AccountDashboardCmpCtrl.FOLDER_LOGOS|"Entity Logos"
16:22:16.0 (45749359)|STATEMENT_EXECUTE|[5]
16:22:16.0 (45752605)|HEAP_ALLOCATE|[5]|Bytes:24
16:22:16.0 (45769797)|HEAP_ALLOCATE|[5]|Bytes:16
16:22:16.0 (45782131)|VARIABLE_ASSIGNMENT|[5]|P7S1_AccountDashboardCmpCtrl.DEFAULT_LOGO|"Sales Excellence"
16:22:16.0 (45784741)|STATEMENT_EXECUTE|[6]
16:22:16.0 (45787469)|HEAP_ALLOCATE|[6]|Bytes:33
16:22:16.0 (45804090)|HEAP_ALLOCATE|[6]|Bytes:15
16:22:16.0 (45815688)|VARIABLE_ASSIGNMENT|[6]|P7S1_AccountDashboardCmpCtrl.AA_ACCOUNT_FIELD_ID|"00N57000006LnEC"
16:22:16.0 (45818197)|STATEMENT_EXECUTE|[7]
16:22:16.0 (45820763)|HEAP_ALLOCATE|[7]|Bytes:21
16:22:16.0 (46472739)|HEAP_ALLOCATE|[7]|Bytes:4
16:22:16.0 (48761806)|HEAP_ALLOCATE|[7]|Bytes:20
16:22:16.0 (48771342)|HEAP_ALLOCATE|[7]|Bytes:17
16:22:16.0 (48893579)|HEAP_ALLOCATE|[7]|Bytes:4
16:22:16.0 (48909260)|HEAP_ALLOCATE|[7]|Bytes:18
16:22:16.0 (48924760)|VARIABLE_ASSIGNMENT|[7]|P7S1_AccountDashboardCmpCtrl.RECID_AI_AU|"012570000007QSJAA2"
16:22:16.0 (48928314)|STATEMENT_EXECUTE|[8]
16:22:16.0 (48982056)|HEAP_ALLOCATE|[8]|Bytes:4
16:22:16.0 (49015751)|HEAP_ALLOCATE|[8]|Bytes:20
16:22:16.0 (49022800)|HEAP_ALLOCATE|[8]|Bytes:25
16:22:16.0 (49055546)|HEAP_ALLOCATE|[8]|Bytes:4
16:22:16.0 (49063429)|HEAP_ALLOCATE|[8]|Bytes:18
16:22:16.0 (49076314)|VARIABLE_ASSIGNMENT|[8]|P7S1_AccountDashboardCmpCtrl.RECID_AI_AT|"012570000007QSKAA2"
16:22:16.0 (49079317)|STATEMENT_EXECUTE|[9]
16:22:16.0 (49127308)|HEAP_ALLOCATE|[9]|Bytes:4
16:22:16.0 (49158061)|HEAP_ALLOCATE|[9]|Bytes:20
16:22:16.0 (49163816)|HEAP_ALLOCATE|[9]|Bytes:16
16:22:16.0 (49195066)|HEAP_ALLOCATE|[9]|Bytes:4
16:22:16.0 (49202333)|HEAP_ALLOCATE|[9]|Bytes:18
16:22:16.0 (49215496)|VARIABLE_ASSIGNMENT|[9]|P7S1_AccountDashboardCmpCtrl.RECID_AI_LI|"012570000007QSLAA2"
16:22:16.0 (49218301)|STATEMENT_EXECUTE|[10]
16:22:16.0 (49264047)|HEAP_ALLOCATE|[10]|Bytes:4
16:22:16.0 (49281409)|HEAP_ALLOCATE|[10]|Bytes:3
16:22:16.0 (49293541)|VARIABLE_ASSIGNMENT|[10]|P7S1_AccountDashboardCmpCtrl.PREFIX_AA|"a2D"
16:22:16.0 (49296834)|STATEMENT_EXECUTE|[113]
16:22:16.0 (49298290)|STATEMENT_EXECUTE|[125]
16:22:16.0 (49299351)|STATEMENT_EXECUTE|[242]
16:22:16.0 (49300402)|STATEMENT_EXECUTE|[269]
16:22:16.0 (49301386)|STATEMENT_EXECUTE|[399]
16:22:16.0 (49302329)|STATEMENT_EXECUTE|[583]
16:22:16.0 (49313172)|SYSTEM_MODE_EXIT|true
16:22:16.0 (49783349)|METHOD_EXIT|[1]|P7S1_AccountDashboardCmpCtrl
16:22:16.0 (49793308)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:18
16:22:16.0 (49805552)|SYSTEM_MODE_ENTER|false
16:22:16.0 (49819243)|VARIABLE_SCOPE_BEGIN|[16]|accountId|String|false|false
16:22:16.0 (49828551)|VARIABLE_ASSIGNMENT|[16]|accountId|"0013E000006KJGeQAO"
