37.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
10:19:49.0 (388019)|USER_INFO|[EXTERNAL]|00557000005jeEC|p7s1.bschneider@factory42.com.kam|Mitteleuropäische Normalzeit|GMT+02:00
10:19:49.0 (430892)|EXECUTION_STARTED
10:19:49.0 (438232)|CODE_UNIT_STARTED|[EXTERNAL]|aura
10:19:49.0 (817829)|HEAP_ALLOCATE|[72]|Bytes:3
10:19:49.0 (883746)|HEAP_ALLOCATE|[77]|Bytes:152
10:19:49.0 (906941)|HEAP_ALLOCATE|[342]|Bytes:408
10:19:49.0 (927021)|HEAP_ALLOCATE|[355]|Bytes:408
10:19:49.0 (944795)|HEAP_ALLOCATE|[467]|Bytes:48
10:19:49.0 (980111)|HEAP_ALLOCATE|[139]|Bytes:6
10:19:49.0 (1009936)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:18
10:19:49.0 (1031632)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:18
10:19:49.0 (2075261)|CODE_UNIT_STARTED|[EXTERNAL]|01p570000010d3m|P7S1_AccountDashboardCmpCtrl.getMediaData
10:19:49.0 (2242699)|VARIABLE_SCOPE_BEGIN|[6]|P7S1_AccountDashboardCmpCtrl.AA_ACCOUNT_FIELD_ID|String|false|true
10:19:49.0 (2254298)|VARIABLE_SCOPE_BEGIN|[5]|P7S1_AccountDashboardCmpCtrl.DEFAULT_LOGO|String|false|true
10:19:49.0 (2260596)|VARIABLE_SCOPE_BEGIN|[4]|P7S1_AccountDashboardCmpCtrl.FOLDER_LOGOS|String|false|true
10:19:49.0 (2266008)|VARIABLE_SCOPE_BEGIN|[10]|P7S1_AccountDashboardCmpCtrl.PREFIX_AA|String|false|true
10:19:49.0 (2272061)|VARIABLE_SCOPE_BEGIN|[3]|P7S1_AccountDashboardCmpCtrl.QUEUE_MEDIABOARD|String|false|true
10:19:49.0 (2277874)|VARIABLE_SCOPE_BEGIN|[8]|P7S1_AccountDashboardCmpCtrl.RECID_AI_AT|String|false|true
10:19:49.0 (2284480)|VARIABLE_SCOPE_BEGIN|[7]|P7S1_AccountDashboardCmpCtrl.RECID_AI_AU|String|false|true
10:19:49.0 (2292388)|VARIABLE_SCOPE_BEGIN|[9]|P7S1_AccountDashboardCmpCtrl.RECID_AI_LI|String|false|true
10:19:49.0 (2527461)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:57
10:19:49.0 (2534954)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:57
10:19:49.0 (2555434)|METHOD_ENTRY|[1]|01p570000010d3m|P7S1_AccountDashboardCmpCtrl.P7S1_AccountDashboardCmpCtrl()
10:19:49.0 (2560141)|STATEMENT_EXECUTE|[1]
10:19:49.0 (2568472)|STATEMENT_EXECUTE|[1]
10:19:49.0 (2632746)|HEAP_ALLOCATE|[50]|Bytes:5
10:19:49.0 (2663060)|HEAP_ALLOCATE|[56]|Bytes:5
10:19:49.0 (2672320)|HEAP_ALLOCATE|[64]|Bytes:7
10:19:49.0 (2696408)|SYSTEM_MODE_ENTER|true
10:19:49.0 (2719559)|HEAP_ALLOCATE|[3]|Bytes:5
10:19:49.0 (2724394)|STATEMENT_EXECUTE|[3]
10:19:49.0 (2727836)|HEAP_ALLOCATE|[3]|Bytes:23
10:19:49.0 (12324864)|HEAP_ALLOCATE|[3]|Bytes:11
10:19:49.0 (12370432)|VARIABLE_ASSIGNMENT|[3]|P7S1_AccountDashboardCmpCtrl.QUEUE_MEDIABOARD|"Media Board"
10:19:49.0 (12374752)|STATEMENT_EXECUTE|[4]
10:19:49.0 (12379012)|HEAP_ALLOCATE|[4]|Bytes:23
10:19:49.0 (12401778)|HEAP_ALLOCATE|[4]|Bytes:12
10:19:49.0 (12414797)|VARIABLE_ASSIGNMENT|[4]|P7S1_AccountDashboardCmpCtrl.FOLDER_LOGOS|"Entity Logos"
10:19:49.0 (12417560)|STATEMENT_EXECUTE|[5]
10:19:49.0 (12420195)|HEAP_ALLOCATE|[5]|Bytes:24
10:19:49.0 (12434692)|HEAP_ALLOCATE|[5]|Bytes:16
10:19:49.0 (12445010)|VARIABLE_ASSIGNMENT|[5]|P7S1_AccountDashboardCmpCtrl.DEFAULT_LOGO|"Sales Excellence"
10:19:49.0 (12447475)|STATEMENT_EXECUTE|[6]
10:19:49.0 (12449939)|HEAP_ALLOCATE|[6]|Bytes:33
10:19:49.0 (12463125)|HEAP_ALLOCATE|[6]|Bytes:15
