37.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
10:21:20.0 (88007)|USER_INFO|[EXTERNAL]|00557000005jeEC|p7s1.bschneider@factory42.com.kam|Mitteleuropäische Normalzeit|GMT+02:00
10:21:20.0 (132558)|EXECUTION_STARTED
10:21:20.0 (137163)|CODE_UNIT_STARTED|[EXTERNAL]|aura
10:21:20.0 (467580)|HEAP_ALLOCATE|[72]|Bytes:3
10:21:20.0 (517203)|HEAP_ALLOCATE|[77]|Bytes:152
10:21:20.0 (535091)|HEAP_ALLOCATE|[342]|Bytes:408
10:21:20.0 (554014)|HEAP_ALLOCATE|[355]|Bytes:408
10:21:20.0 (571784)|HEAP_ALLOCATE|[467]|Bytes:48
10:21:20.0 (598717)|HEAP_ALLOCATE|[139]|Bytes:6
10:21:20.0 (627142)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:18
10:21:20.0 (645323)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:18
10:21:20.0 (1670030)|CODE_UNIT_STARTED|[EXTERNAL]|01p570000010d3m|P7S1_AccountDashboardCmpCtrl.getMediaData
10:21:20.0 (1711285)|VARIABLE_SCOPE_BEGIN|[6]|P7S1_AccountDashboardCmpCtrl.AA_ACCOUNT_FIELD_ID|String|false|true
10:21:20.0 (1718454)|VARIABLE_SCOPE_BEGIN|[5]|P7S1_AccountDashboardCmpCtrl.DEFAULT_LOGO|String|false|true
10:21:20.0 (1721060)|VARIABLE_SCOPE_BEGIN|[4]|P7S1_AccountDashboardCmpCtrl.FOLDER_LOGOS|String|false|true
10:21:20.0 (1723574)|VARIABLE_SCOPE_BEGIN|[10]|P7S1_AccountDashboardCmpCtrl.PREFIX_AA|String|false|true
10:21:20.0 (1726527)|VARIABLE_SCOPE_BEGIN|[3]|P7S1_AccountDashboardCmpCtrl.QUEUE_MEDIABOARD|String|false|true
10:21:20.0 (1729327)|VARIABLE_SCOPE_BEGIN|[8]|P7S1_AccountDashboardCmpCtrl.RECID_AI_AT|String|false|true
10:21:20.0 (1733040)|VARIABLE_SCOPE_BEGIN|[7]|P7S1_AccountDashboardCmpCtrl.RECID_AI_AU|String|false|true
10:21:20.0 (1735423)|VARIABLE_SCOPE_BEGIN|[9]|P7S1_AccountDashboardCmpCtrl.RECID_AI_LI|String|false|true
10:21:20.0 (1911585)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:57
10:21:20.0 (1918647)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:57
10:21:20.0 (1935208)|METHOD_ENTRY|[1]|01p570000010d3m|P7S1_AccountDashboardCmpCtrl.P7S1_AccountDashboardCmpCtrl()
10:21:20.0 (1939892)|STATEMENT_EXECUTE|[1]
10:21:20.0 (1946318)|STATEMENT_EXECUTE|[1]
10:21:20.0 (1984050)|HEAP_ALLOCATE|[50]|Bytes:5
10:21:20.0 (2006134)|HEAP_ALLOCATE|[56]|Bytes:5
10:21:20.0 (2015935)|HEAP_ALLOCATE|[64]|Bytes:7
10:21:20.0 (2041421)|SYSTEM_MODE_ENTER|true
10:21:20.0 (2059378)|HEAP_ALLOCATE|[3]|Bytes:5
10:21:20.0 (2064058)|STATEMENT_EXECUTE|[3]
10:21:20.0 (2068051)|HEAP_ALLOCATE|[3]|Bytes:23
10:21:20.0 (11033717)|HEAP_ALLOCATE|[3]|Bytes:11
10:21:20.0 (11090559)|VARIABLE_ASSIGNMENT|[3]|P7S1_AccountDashboardCmpCtrl.QUEUE_MEDIABOARD|"Media Board"
10:21:20.0 (11095661)|STATEMENT_EXECUTE|[4]
10:21:20.0 (11100616)|HEAP_ALLOCATE|[4]|Bytes:23
10:21:20.0 (11126841)|HEAP_ALLOCATE|[4]|Bytes:12
10:21:20.0 (11139495)|VARIABLE_ASSIGNMENT|[4]|P7S1_AccountDashboardCmpCtrl.FOLDER_LOGOS|"Entity Logos"
10:21:20.0 (11142350)|STATEMENT_EXECUTE|[5]
10:21:20.0 (11145031)|HEAP_ALLOCATE|[5]|Bytes:24
10:21:20.0 (11159058)|HEAP_ALLOCATE|[5]|Bytes:16
10:21:20.0 (11168677)|VARIABLE_ASSIGNMENT|[5]|P7S1_AccountDashboardCmpCtrl.DEFAULT_LOGO|"Sales Excellence"
10:21:20.0 (11171493)|STATEMENT_EXECUTE|[6]
10:21:20.0 (11174241)|HEAP_ALLOCATE|[6]|Bytes:33
10:21:20.0 (11187185)|HEAP_ALLOCATE|[6]|Bytes:15
10:21:20.0 (11196854)|VARIABLE_ASSIGNMENT|[6]|P7S1_AccountDashboardCmpCtrl.AA_ACCOUNT_FIELD_ID|"00N57000006LnEC"
10:21:20.0 (11199343)|STATEMENT_EXECUTE|[7]
10:21:20.0 (11201404)|HEAP_ALLOCATE|[7]|Bytes:21
10:21:20.0 (11965546)|HEAP_ALLOCATE|[7]|Bytes:4
10:21:20.0 (13873129)|HEAP_ALLOCATE|[7]|Bytes:20
10:21:20.0 (13882391)|HEAP_ALLOCATE|[7]|Bytes:17
10:21:20.0 (14003060)|HEAP_ALLOCATE|[7]|Bytes:4
10:21:20.0 (14018158)|HEAP_ALLOCATE|[7]|Bytes:18
10:21:20.0 (14031428)|VARIABLE_ASSIGNMENT|[7]|P7S1_AccountDashboardCmpCtrl.RECID_AI_AU|"012570000007QSJAA2"
10:21:20.0 (14035137)|STATEMENT_EXECUTE|[8]
10:21:20.0 (14090682)|HEAP_ALLOCATE|[8]|Bytes:4
10:21:20.0 (14128028)|HEAP_ALLOCATE|[8]|Bytes:20
10:21:20.0 (14134201)|HEAP_ALLOCATE|[8]|Bytes:25
10:21:20.0 (14168158)|HEAP_ALLOCATE|[8]|Bytes:4
10:21:20.0 (14175685)|HEAP_ALLOCATE|[8]|Bytes:18
10:21:20.0 (14186840)|VARIABLE_ASSIGNMENT|[8]|P7S1_AccountDashboardCmpCtrl.RECID_AI_AT|"012570000007QSKAA2"
10:21:20.0 (14189888)|STATEMENT_EXECUTE|[9]
10:21:20.0 (14239828)|HEAP_ALLOCATE|[9]|Bytes:4
10:21:20.0 (14274808)|HEAP_ALLOCATE|[9]|Bytes:20
10:21:20.0 (14281051)|HEAP_ALLOCATE|[9]|Bytes:16
10:21:20.0 (14318734)|HEAP_ALLOCATE|[9]|Bytes:4
10:21:20.0 (14327012)|HEAP_ALLOCATE|[9]|Bytes:18
10:21:20.0 (14338492)|VARIABLE_ASSIGNMENT|[9]|P7S1_AccountDashboardCmpCtrl.RECID_AI_LI|"012570000007QSLAA2"
10:21:20.0 (14341597)|STATEMENT_EXECUTE|[10]
10:21:20.0 (14390948)|HEAP_ALLOCATE|[10]|Bytes:4
10:21:20.0 (14410939)|HEAP_ALLOCATE|[10]|Bytes:3
10:21:20.0 (14422347)|VARIABLE_ASSIGNMENT|[10]|P7S1_AccountDashboardCmpCtrl.PREFIX_AA|"a2D"
10:21:20.0 (14425942)|STATEMENT_EXECUTE|[113]
10:21:20.0 (14427474)|STATEMENT_EXECUTE|[125]
10:21:20.0 (14428719)|STATEMENT_EXECUTE|[242]
10:21:20.0 (14429795)|STATEMENT_EXECUTE|[269]
10:21:20.0 (14430871)|STATEMENT_EXECUTE|[399]
10:21:20.0 (14432004)|STATEMENT_EXECUTE|[580]
10:21:20.0 (14440654)|SYSTEM_MODE_EXIT|true
10:21:20.0 (14862667)|METHOD_EXIT|[1]|P7S1_AccountDashboardCmpCtrl
10:21:20.0 (14871215)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:18
10:21:20.0 (14881567)|SYSTEM_MODE_ENTER|false
10:21:20.0 (14892385)|VARIABLE_SCOPE_BEGIN|[16]|accountId|String|false|false
10:21:20.0 (14902382)|VARIABLE_ASSIGNMENT|[16]|accountId|"0013E000005oDexQAE"
10:21:20.0 (14917644)|SYSTEM_MODE_ENTER|true
10:21:20.0 (14922463)|HEAP_ALLOCATE|[19]|Bytes:5
10:21:20.0 (14926330)|STATEMENT_EXECUTE|[16]
10:21:20.0 (14927813)|STATEMENT_EXECUTE|[19]
10:21:20.0 (14983964)|HEAP_ALLOCATE|[19]|Bytes:4
10:21:20.0 (15009778)|VARIABLE_SCOPE_BEGIN|[19]|year|Integer|false|false
10:21:20.0 (15013961)|HEAP_ALLOCATE|[19]|Bytes:4
10:21:20.0 (15021815)|VARIABLE_ASSIGNMENT|[19]|year|2016
10:21:20.0 (15025141)|STATEMENT_EXECUTE|[22]
10:21:20.0 (15047824)|METHOD_ENTRY|[22]|01p570000010d3m|P7S1_AccountDashboardCmpCtrl.loadNielsenData(String, Integer)
10:21:20.0 (15071662)|VARIABLE_SCOPE_BEGIN|[28]|accountId|String|false|false
10:21:20.0 (15078438)|VARIABLE_ASSIGNMENT|[28]|accountId|"0013E000005oDexQAE"
10:21:20.0 (15082121)|VARIABLE_SCOPE_BEGIN|[28]|year|Integer|false|false
10:21:20.0 (15085993)|VARIABLE_ASSIGNMENT|[28]|year|2016
10:21:20.0 (15093903)|HEAP_ALLOCATE|[31]|Bytes:5
10:21:20.0 (15097910)|STATEMENT_EXECUTE|[28]
10:21:20.0 (15099249)|STATEMENT_EXECUTE|[31]
10:21:20.0 (15153508)|HEAP_ALLOCATE|[31]|Bytes:56
10:21:20.0 (15168174)|VARIABLE_SCOPE_BEGIN|[31]|dt|Datetime|false|false
10:21:20.0 (15207294)|VARIABLE_ASSIGNMENT|[31]|dt|"2014-12-31T23:00:00.000Z"
10:21:20.0 (15210754)|STATEMENT_EXECUTE|[32]
10:21:20.0 (15214351)|HEAP_ALLOCATE|[32]|Bytes:3
10:21:20.0 (15302768)|HEAP_ALLOCATE|[32]|Bytes:3
10:21:20.0 (15320199)|VARIABLE_SCOPE_BEGIN|[32]|monthJan|String|false|false
10:21:20.0 (15328540)|VARIABLE_ASSIGNMENT|[32]|monthJan|"Jan"
10:21:20.0 (15331249)|STATEMENT_EXECUTE|[33]
10:21:20.0 (15334071)|VARIABLE_SCOPE_BEGIN|[33]|monthEnd|String|false|false
10:21:20.0 (15338312)|VARIABLE_ASSIGNMENT|[33]|monthEnd|""
10:21:20.0 (15340186)|STATEMENT_EXECUTE|[35]
10:21:20.0 (15372132)|HEAP_ALLOCATE|[35]|Bytes:4
10:21:20.0 (15383347)|VARIABLE_SCOPE_BEGIN|[35]|yearStr|String|false|false
10:21:20.0 (15390003)|VARIABLE_ASSIGNMENT|[35]|yearStr|"2016"
10:21:20.0 (15392620)|STATEMENT_EXECUTE|[36]
10:21:20.0 (15417164)|HEAP_ALLOCATE|[36]|Bytes:4
10:21:20.0 (15427845)|VARIABLE_SCOPE_BEGIN|[36]|lastYearStr|String|false|false
10:21:20.0 (15434015)|VARIABLE_ASSIGNMENT|[36]|lastYearStr|"2015"
10:21:20.0 (15436457)|STATEMENT_EXECUTE|[37]
10:21:20.0 (15478388)|HEAP_ALLOCATE|[37]|Bytes:4
10:21:20.0 (15536622)|VARIABLE_SCOPE_BEGIN|[37]|years|Set<String>|true|false
10:21:20.0 (15582709)|VARIABLE_ASSIGNMENT|[37]|years|{"s":1,"v":["2016","2015"]}|0x6a28dafa
10:21:20.0 (15586981)|STATEMENT_EXECUTE|[38]
10:21:20.0 (15591787)|HEAP_ALLOCATE|[38]|Bytes:4
10:21:20.0 (15617142)|HEAP_ALLOCATE|[38]|Bytes:2
10:21:20.0 (15629595)|HEAP_ALLOCATE|[38]|Bytes:3
10:21:20.0 (15638691)|VARIABLE_SCOPE_BEGIN|[38]|periods|Set<String>|true|false
10:21:20.0 (15658099)|VARIABLE_ASSIGNMENT|[38]|periods|{"s":1,"v":["GJ","YTM"]}|0x14f0cae5
10:21:20.0 (15661523)|STATEMENT_EXECUTE|[39]
10:21:20.0 (15668079)|HEAP_ALLOCATE|[39]|Bytes:4
10:21:20.0 (15682430)|HEAP_ALLOCATE|[39]|Bytes:7
10:21:20.0 (15686340)|HEAP_ALLOCATE|[39]|Bytes:20
10:21:20.0 (15709945)|HEAP_ALLOCATE|[39]|Bytes:3
10:21:20.0 (15751726)|HEAP_ALLOCATE|[39]|Bytes:7
10:21:20.0 (15756513)|HEAP_ALLOCATE|[39]|Bytes:21
10:21:20.0 (15775132)|HEAP_ALLOCATE|[39]|Bytes:4
10:21:20.0 (15796185)|HEAP_ALLOCATE|[39]|Bytes:6
10:21:20.0 (15799808)|HEAP_ALLOCATE|[39]|Bytes:19
10:21:20.0 (15815178)|HEAP_ALLOCATE|[39]|Bytes:2
10:21:20.0 (15828353)|VARIABLE_SCOPE_BEGIN|[39]|mapPeriod2Label|Map<String,String>|true|false
10:21:20.0 (15855376)|VARIABLE_ASSIGNMENT|[39]|mapPeriod2Label|{"s":1,"v":{"2016YTM":"YTM","2015YTM":"LYTM","2015GJ":"LY"}}|0x30fc1f09
10:21:20.0 (15859364)|STATEMENT_EXECUTE|[41]
