38.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
16:40:02.0 (95737)|USER_INFO|[EXTERNAL]|00557000005jeEC|p7s1.bschneider@factory42.com.kam|Mitteleuropäische Normalzeit|GMT+02:00
16:40:02.0 (136378)|EXECUTION_STARTED
16:40:02.0 (144356)|CODE_UNIT_STARTED|[EXTERNAL]|01p3E0000004a8n|Som_Kam_CmpCtrl.getAccountPlanEditData
16:40:02.0 (326077)|HEAP_ALLOCATE|[72]|Bytes:3
16:40:02.0 (389747)|HEAP_ALLOCATE|[77]|Bytes:152
16:40:02.0 (410853)|HEAP_ALLOCATE|[342]|Bytes:408
16:40:02.0 (431047)|HEAP_ALLOCATE|[355]|Bytes:408
16:40:02.0 (449924)|HEAP_ALLOCATE|[467]|Bytes:48
16:40:02.0 (481044)|HEAP_ALLOCATE|[139]|Bytes:6
16:40:02.0 (570498)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:89
16:40:02.0 (575569)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:83
16:40:02.0 (577979)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:84
16:40:02.0 (593606)|METHOD_ENTRY|[14]|01p3E0000004a8n|Som_Kam_CmpCtrl.Som_Kam_CmpCtrl()
16:40:02.0 (598730)|STATEMENT_EXECUTE|[14]
16:40:02.0 (604447)|STATEMENT_EXECUTE|[14]
16:40:02.0 (645908)|HEAP_ALLOCATE|[50]|Bytes:5
16:40:02.0 (670279)|HEAP_ALLOCATE|[56]|Bytes:5
16:40:02.0 (678200)|HEAP_ALLOCATE|[64]|Bytes:7
16:40:02.0 (699753)|SYSTEM_MODE_ENTER|true
16:40:02.0 (726328)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
16:40:02.0 (730637)|STATEMENT_EXECUTE|[1021]
16:40:02.0 (732230)|STATEMENT_EXECUTE|[1057]
16:40:02.0 (733272)|STATEMENT_EXECUTE|[1079]
16:40:02.0 (734230)|STATEMENT_EXECUTE|[1128]
16:40:02.0 (735106)|STATEMENT_EXECUTE|[1161]
16:40:02.0 (741697)|SYSTEM_MODE_EXIT|true
16:40:02.0 (753312)|METHOD_EXIT|[14]|Som_Kam_CmpCtrl
16:40:02.0 (765226)|SYSTEM_MODE_ENTER|false
