37.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
10:21:27.0 (347888)|USER_INFO|[EXTERNAL]|00557000005jeEC|p7s1.bschneider@factory42.com.kam|Mitteleuropäische Normalzeit|GMT+02:00
10:21:27.0 (384861)|EXECUTION_STARTED
10:21:27.0 (392718)|CODE_UNIT_STARTED|[EXTERNAL]|01p3E0000004a8n|Som_Kam_CmpCtrl.saveAccountPlan
10:21:27.0 (1334313)|HEAP_ALLOCATE|[72]|Bytes:3
10:21:27.0 (1399960)|HEAP_ALLOCATE|[77]|Bytes:152
10:21:27.0 (1423356)|HEAP_ALLOCATE|[342]|Bytes:408
10:21:27.0 (1443750)|HEAP_ALLOCATE|[355]|Bytes:408
10:21:27.0 (1461770)|HEAP_ALLOCATE|[467]|Bytes:48
10:21:27.0 (1497522)|HEAP_ALLOCATE|[139]|Bytes:6
10:21:27.0 (1522637)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:89
10:21:27.0 (1527867)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:71
10:21:27.0 (1530627)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:35
10:21:27.0 (1546651)|METHOD_ENTRY|[14]|01p3E0000004a8n|Som_Kam_CmpCtrl.Som_Kam_CmpCtrl()
10:21:27.0 (1551551)|STATEMENT_EXECUTE|[14]
10:21:27.0 (1559744)|STATEMENT_EXECUTE|[14]
10:21:27.0 (1602072)|HEAP_ALLOCATE|[50]|Bytes:5
10:21:27.0 (1630004)|HEAP_ALLOCATE|[56]|Bytes:5
10:21:27.0 (1639119)|HEAP_ALLOCATE|[64]|Bytes:7
10:21:27.0 (1661684)|SYSTEM_MODE_ENTER|true
10:21:27.0 (1685087)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
10:21:27.0 (1690402)|STATEMENT_EXECUTE|[932]
10:21:27.0 (1692123)|STATEMENT_EXECUTE|[953]
10:21:27.0 (1693387)|STATEMENT_EXECUTE|[975]
10:21:27.0 (1694757)|STATEMENT_EXECUTE|[1021]
10:21:27.0 (1696122)|STATEMENT_EXECUTE|[1054]
10:21:27.0 (1702292)|SYSTEM_MODE_EXIT|true
10:21:27.0 (1715845)|METHOD_EXIT|[14]|Som_Kam_CmpCtrl
10:21:27.0 (1729905)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:24
10:21:27.0 (1760927)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
10:21:27.0 (1767467)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
10:21:27.0 (1771793)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
10:21:27.0 (1775388)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
10:21:27.0 (1779015)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
10:21:27.0 (1782616)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
10:21:27.0 (1794667)|SYSTEM_MODE_ENTER|false
10:21:27.0 (1807858)|VARIABLE_SCOPE_BEGIN|[701]|accPlan|Som_Kam__c|true|false
10:21:27.0 (1874674)|VARIABLE_ASSIGNMENT|[701]|accPlan|{"Som_EmailText__c":"Test Einladungstext","Som_Year__c":2016,"Id":"a093E000000oeSsQAI","Som_Account__c":"0013E000005oDexQAE","Som_Kickoff__c":"2016-06-30T00:00:00.000Z"}|0x69da7c77
10:21:27.0 (1883544)|VARIABLE_SCOPE_BEGIN|[701]|accPlanDetailsUpsert|List<Som_KamDetail__c>|true|false
