38.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
17:21:19.0 (348614)|USER_INFO|[EXTERNAL]|00557000005jeEC|p7s1.bschneider@factory42.com.kam|Mitteleuropäische Normalzeit|GMT+02:00
17:21:19.0 (390886)|EXECUTION_STARTED
17:21:19.0 (395937)|CODE_UNIT_STARTED|[EXTERNAL]|aura
17:21:19.0 (703402)|HEAP_ALLOCATE|[72]|Bytes:3
17:21:19.0 (753500)|HEAP_ALLOCATE|[77]|Bytes:152
17:21:19.0 (770953)|HEAP_ALLOCATE|[342]|Bytes:408
17:21:19.0 (790726)|HEAP_ALLOCATE|[355]|Bytes:408
17:21:19.0 (808977)|HEAP_ALLOCATE|[467]|Bytes:48
17:21:19.0 (836645)|HEAP_ALLOCATE|[139]|Bytes:6
17:21:19.0 (861099)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:18
17:21:19.0 (877300)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:18
17:21:19.0 (1964231)|CODE_UNIT_STARTED|[EXTERNAL]|01p570000010d3m|P7S1_AccountDashboardCmpCtrl.getMediaData
17:21:19.0 (2060259)|VARIABLE_SCOPE_BEGIN|[6]|P7S1_AccountDashboardCmpCtrl.AA_ACCOUNT_FIELD_ID|String|false|true
17:21:19.0 (2068346)|VARIABLE_SCOPE_BEGIN|[5]|P7S1_AccountDashboardCmpCtrl.DEFAULT_LOGO|String|false|true
17:21:19.0 (2071769)|VARIABLE_SCOPE_BEGIN|[4]|P7S1_AccountDashboardCmpCtrl.FOLDER_LOGOS|String|false|true
17:21:19.0 (2074849)|VARIABLE_SCOPE_BEGIN|[10]|P7S1_AccountDashboardCmpCtrl.PREFIX_AA|String|false|true
17:21:19.0 (2078231)|VARIABLE_SCOPE_BEGIN|[3]|P7S1_AccountDashboardCmpCtrl.QUEUE_MEDIABOARD|String|false|true
17:21:19.0 (2081530)|VARIABLE_SCOPE_BEGIN|[8]|P7S1_AccountDashboardCmpCtrl.RECID_AI_AT|String|false|true
17:21:19.0 (2085232)|VARIABLE_SCOPE_BEGIN|[7]|P7S1_AccountDashboardCmpCtrl.RECID_AI_AU|String|false|true
17:21:19.0 (2088359)|VARIABLE_SCOPE_BEGIN|[9]|P7S1_AccountDashboardCmpCtrl.RECID_AI_LI|String|false|true
17:21:19.0 (2231931)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:57
17:21:19.0 (2239034)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:57
17:21:19.0 (2256729)|METHOD_ENTRY|[1]|01p570000010d3m|P7S1_AccountDashboardCmpCtrl.P7S1_AccountDashboardCmpCtrl()
17:21:19.0 (2260226)|STATEMENT_EXECUTE|[1]
17:21:19.0 (2267525)|STATEMENT_EXECUTE|[1]
17:21:19.0 (2303863)|HEAP_ALLOCATE|[50]|Bytes:5
17:21:19.0 (2323671)|HEAP_ALLOCATE|[56]|Bytes:5
17:21:19.0 (2331830)|HEAP_ALLOCATE|[64]|Bytes:7
17:21:19.0 (2354919)|SYSTEM_MODE_ENTER|true
17:21:19.0 (2371373)|HEAP_ALLOCATE|[3]|Bytes:5
17:21:19.0 (2375605)|STATEMENT_EXECUTE|[3]
17:21:19.0 (2379667)|HEAP_ALLOCATE|[3]|Bytes:23
17:21:19.0 (8620503)|HEAP_ALLOCATE|[3]|Bytes:11
17:21:19.0 (8673348)|VARIABLE_ASSIGNMENT|[3]|P7S1_AccountDashboardCmpCtrl.QUEUE_MEDIABOARD|"Media Board"
17:21:19.0 (8677374)|STATEMENT_EXECUTE|[4]
17:21:19.0 (8681076)|HEAP_ALLOCATE|[4]|Bytes:23
17:21:19.0 (8704223)|HEAP_ALLOCATE|[4]|Bytes:12
17:21:19.0 (8717029)|VARIABLE_ASSIGNMENT|[4]|P7S1_AccountDashboardCmpCtrl.FOLDER_LOGOS|"Entity Logos"
17:21:19.0 (8719696)|STATEMENT_EXECUTE|[5]
17:21:19.0 (8722479)|HEAP_ALLOCATE|[5]|Bytes:24
17:21:19.0 (8735821)|HEAP_ALLOCATE|[5]|Bytes:16
17:21:19.0 (8745472)|VARIABLE_ASSIGNMENT|[5]|P7S1_AccountDashboardCmpCtrl.DEFAULT_LOGO|"Sales Excellence"
17:21:19.0 (8747680)|STATEMENT_EXECUTE|[6]
17:21:19.0 (8750123)|HEAP_ALLOCATE|[6]|Bytes:33
17:21:19.0 (8762954)|HEAP_ALLOCATE|[6]|Bytes:15
17:21:19.0 (8772583)|VARIABLE_ASSIGNMENT|[6]|P7S1_AccountDashboardCmpCtrl.AA_ACCOUNT_FIELD_ID|"00N57000006LnEC"
17:21:19.0 (8775035)|STATEMENT_EXECUTE|[7]
17:21:19.0 (8777151)|HEAP_ALLOCATE|[7]|Bytes:21
17:21:19.0 (9636969)|HEAP_ALLOCATE|[7]|Bytes:4
17:21:19.0 (11993213)|HEAP_ALLOCATE|[7]|Bytes:20
17:21:19.0 (12002407)|HEAP_ALLOCATE|[7]|Bytes:17
17:21:19.0 (12174912)|HEAP_ALLOCATE|[7]|Bytes:4
17:21:19.0 (12188886)|HEAP_ALLOCATE|[7]|Bytes:18
17:21:19.0 (12202518)|VARIABLE_ASSIGNMENT|[7]|P7S1_AccountDashboardCmpCtrl.RECID_AI_AU|"012570000007QSJAA2"
17:21:19.0 (12206013)|STATEMENT_EXECUTE|[8]
17:21:19.0 (12258040)|HEAP_ALLOCATE|[8]|Bytes:4
17:21:19.0 (12290839)|HEAP_ALLOCATE|[8]|Bytes:20
17:21:19.0 (12296350)|HEAP_ALLOCATE|[8]|Bytes:25
17:21:19.0 (12328557)|HEAP_ALLOCATE|[8]|Bytes:4
17:21:19.0 (12335502)|HEAP_ALLOCATE|[8]|Bytes:18
17:21:19.0 (12347770)|VARIABLE_ASSIGNMENT|[8]|P7S1_AccountDashboardCmpCtrl.RECID_AI_AT|"012570000007QSKAA2"
17:21:19.0 (12350590)|STATEMENT_EXECUTE|[9]
17:21:19.0 (12402283)|HEAP_ALLOCATE|[9]|Bytes:4
17:21:19.0 (12433630)|HEAP_ALLOCATE|[9]|Bytes:20
17:21:19.0 (12439141)|HEAP_ALLOCATE|[9]|Bytes:16
17:21:19.0 (12470391)|HEAP_ALLOCATE|[9]|Bytes:4
17:21:19.0 (12477132)|HEAP_ALLOCATE|[9]|Bytes:18
17:21:19.0 (12489425)|VARIABLE_ASSIGNMENT|[9]|P7S1_AccountDashboardCmpCtrl.RECID_AI_LI|"012570000007QSLAA2"
17:21:19.0 (12492398)|STATEMENT_EXECUTE|[10]
17:21:19.0 (12537176)|HEAP_ALLOCATE|[10]|Bytes:4
