38.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
16:23:56.0 (439366)|USER_INFO|[EXTERNAL]|00557000005jeEC|p7s1.bschneider@factory42.com.kam|Mitteleuropäische Normalzeit|GMT+02:00
16:23:56.0 (474881)|EXECUTION_STARTED
16:23:56.0 (482260)|CODE_UNIT_STARTED|[EXTERNAL]|aura
16:23:56.0 (887696)|HEAP_ALLOCATE|[72]|Bytes:3
16:23:56.0 (942723)|HEAP_ALLOCATE|[77]|Bytes:152
16:23:56.0 (963789)|HEAP_ALLOCATE|[342]|Bytes:408
16:23:56.0 (982501)|HEAP_ALLOCATE|[355]|Bytes:408
16:23:56.0 (1001547)|HEAP_ALLOCATE|[467]|Bytes:48
16:23:56.0 (1034773)|HEAP_ALLOCATE|[139]|Bytes:6
16:23:56.0 (1064433)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:18
16:23:56.0 (1082725)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:18
16:23:56.0 (2360189)|CODE_UNIT_STARTED|[EXTERNAL]|01p570000010d3m|P7S1_AccountDashboardCmpCtrl.getMediaData
16:23:56.0 (2412038)|VARIABLE_SCOPE_BEGIN|[6]|P7S1_AccountDashboardCmpCtrl.AA_ACCOUNT_FIELD_ID|String|false|true
16:23:56.0 (2417753)|VARIABLE_SCOPE_BEGIN|[5]|P7S1_AccountDashboardCmpCtrl.DEFAULT_LOGO|String|false|true
16:23:56.0 (2420270)|VARIABLE_SCOPE_BEGIN|[4]|P7S1_AccountDashboardCmpCtrl.FOLDER_LOGOS|String|false|true
16:23:56.0 (2422503)|VARIABLE_SCOPE_BEGIN|[10]|P7S1_AccountDashboardCmpCtrl.PREFIX_AA|String|false|true
16:23:56.0 (2424981)|VARIABLE_SCOPE_BEGIN|[3]|P7S1_AccountDashboardCmpCtrl.QUEUE_MEDIABOARD|String|false|true
16:23:56.0 (2427585)|VARIABLE_SCOPE_BEGIN|[8]|P7S1_AccountDashboardCmpCtrl.RECID_AI_AT|String|false|true
16:23:56.0 (2430315)|VARIABLE_SCOPE_BEGIN|[7]|P7S1_AccountDashboardCmpCtrl.RECID_AI_AU|String|false|true
16:23:56.0 (2432518)|VARIABLE_SCOPE_BEGIN|[9]|P7S1_AccountDashboardCmpCtrl.RECID_AI_LI|String|false|true
16:23:56.0 (2498695)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:57
16:23:56.0 (2506381)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:57
16:23:56.0 (2521253)|METHOD_ENTRY|[1]|01p570000010d3m|P7S1_AccountDashboardCmpCtrl.P7S1_AccountDashboardCmpCtrl()
16:23:56.0 (2527027)|STATEMENT_EXECUTE|[1]
16:23:56.0 (2533958)|STATEMENT_EXECUTE|[1]
16:23:56.0 (2575185)|HEAP_ALLOCATE|[50]|Bytes:5
16:23:56.0 (2601242)|HEAP_ALLOCATE|[56]|Bytes:5
16:23:56.0 (2610216)|HEAP_ALLOCATE|[64]|Bytes:7
16:23:56.0 (2636334)|SYSTEM_MODE_ENTER|true
16:23:56.0 (2656337)|HEAP_ALLOCATE|[3]|Bytes:5
16:23:56.0 (2661494)|STATEMENT_EXECUTE|[3]
16:23:56.0 (2667358)|HEAP_ALLOCATE|[3]|Bytes:23
16:23:56.0 (10400255)|HEAP_ALLOCATE|[3]|Bytes:11
16:23:56.0 (10453752)|VARIABLE_ASSIGNMENT|[3]|P7S1_AccountDashboardCmpCtrl.QUEUE_MEDIABOARD|"Media Board"
16:23:56.0 (10458326)|STATEMENT_EXECUTE|[4]
16:23:56.0 (10463087)|HEAP_ALLOCATE|[4]|Bytes:23
16:23:56.0 (10493325)|HEAP_ALLOCATE|[4]|Bytes:12
16:23:56.0 (10507801)|VARIABLE_ASSIGNMENT|[4]|P7S1_AccountDashboardCmpCtrl.FOLDER_LOGOS|"Entity Logos"
16:23:56.0 (10511064)|STATEMENT_EXECUTE|[5]
16:23:56.0 (10515460)|HEAP_ALLOCATE|[5]|Bytes:24
16:23:56.0 (10543588)|HEAP_ALLOCATE|[5]|Bytes:16
16:23:56.0 (10564991)|VARIABLE_ASSIGNMENT|[5]|P7S1_AccountDashboardCmpCtrl.DEFAULT_LOGO|"Sales Excellence"
16:23:56.0 (10570212)|STATEMENT_EXECUTE|[6]
16:23:56.0 (10575249)|HEAP_ALLOCATE|[6]|Bytes:33
16:23:56.0 (10601898)|HEAP_ALLOCATE|[6]|Bytes:15
16:23:56.0 (10623157)|VARIABLE_ASSIGNMENT|[6]|P7S1_AccountDashboardCmpCtrl.AA_ACCOUNT_FIELD_ID|"00N57000006LnEC"
16:23:56.0 (10628501)|STATEMENT_EXECUTE|[7]
16:23:56.0 (10633271)|HEAP_ALLOCATE|[7]|Bytes:21
16:23:56.0 (11567157)|HEAP_ALLOCATE|[7]|Bytes:4
16:23:56.0 (13957283)|HEAP_ALLOCATE|[7]|Bytes:20
16:23:56.0 (13967108)|HEAP_ALLOCATE|[7]|Bytes:17
16:23:56.0 (14162155)|HEAP_ALLOCATE|[7]|Bytes:4
16:23:56.0 (14185300)|HEAP_ALLOCATE|[7]|Bytes:18
16:23:56.0 (14206016)|VARIABLE_ASSIGNMENT|[7]|P7S1_AccountDashboardCmpCtrl.RECID_AI_AU|"012570000007QSJAA2"
