38.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
18:39:12.0 (338312)|USER_INFO|[EXTERNAL]|00557000005jeEC|p7s1.bschneider@factory42.com.kam|Mitteleuropäische Normalzeit|GMT+02:00
18:39:12.0 (374877)|EXECUTION_STARTED
18:39:12.0 (380881)|CODE_UNIT_STARTED|[EXTERNAL]|aura
18:39:12.0 (706230)|HEAP_ALLOCATE|[72]|Bytes:3
18:39:12.0 (773704)|HEAP_ALLOCATE|[77]|Bytes:152
18:39:12.0 (792621)|HEAP_ALLOCATE|[342]|Bytes:408
18:39:12.0 (810748)|HEAP_ALLOCATE|[355]|Bytes:408
18:39:12.0 (827846)|HEAP_ALLOCATE|[467]|Bytes:48
18:39:12.0 (859723)|HEAP_ALLOCATE|[139]|Bytes:6
18:39:12.0 (886779)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:18
18:39:12.0 (902324)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:18
18:39:12.0 (13254477)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:18
18:39:12.0 (13275284)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:18
18:39:12.0 (13354893)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:37
18:39:12.0 (13369309)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:37
18:39:12.0 (13443586)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
18:39:12.0 (13457281)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
18:39:12.0 (14990731)|CODE_UNIT_STARTED|[EXTERNAL]|01p3E0000004a8n|Som_Kam_CmpCtrl.inviteForKickoff2
18:39:12.0 (15427444)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:89
18:39:12.0 (15439169)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:83
18:39:12.0 (15444762)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:84
18:39:12.0 (15470348)|METHOD_ENTRY|[14]|01p3E0000004a8n|Som_Kam_CmpCtrl.Som_Kam_CmpCtrl()
18:39:12.0 (15477128)|STATEMENT_EXECUTE|[14]
18:39:12.0 (15486553)|STATEMENT_EXECUTE|[14]
18:39:12.0 (15544051)|HEAP_ALLOCATE|[50]|Bytes:5
18:39:12.0 (15589715)|HEAP_ALLOCATE|[56]|Bytes:5
18:39:12.0 (15607936)|HEAP_ALLOCATE|[64]|Bytes:7
18:39:12.0 (15648616)|SYSTEM_MODE_ENTER|true
18:39:12.0 (15676125)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
18:39:12.0 (15683279)|STATEMENT_EXECUTE|[1021]
18:39:12.0 (15685997)|STATEMENT_EXECUTE|[1057]
